Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
复制机关人	m刀翠	2898		0	5	1				enemy077	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daocui	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m剑翠	2899		0	5	1				enemy167	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jiancui	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m指段	2900		0	5	1				enemy163	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhiduan	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m气段	2901		0	5	1				enemy122	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jianduan	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m掌丐	2902		0	5	1				enemy039	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhanggai	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m棍丐	2903		0	5	1				enemy037	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	gungai	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m魔忍	2904		0	5	1				enemy044	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	moren	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m战忍	2905		0	5	1				enemy048	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhanren	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m剑武	2906		0	5	1				enemy049	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jianwu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m气武	2907		0	5	1				enemy050	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	qiwu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m刀昆	2908		0	5	1				enemy055	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daokun	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	m剑昆	2909		0	5	1				enemy060	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jiankun	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f刀少	2910		0	5	1				enemy008	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daoshao	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f棍少	2911		0	5	1				enemy011	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	gunshao	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f枪天	2912		0	5	1				enemy114	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	qiangtian	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f锤天	2913		0	5	1				enemy140	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	chuitian	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f弩唐	2914		0	5	1				enemy123	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	nutang	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f坑唐	2915		0	5	1				enemy032	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal	kengtang	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f刀毒	2916		0	5	1				enemy023	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daodu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f掌毒	2917		0	5	1				enemy019	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhangdu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f锤明	2918		0	5	1				enemy119	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	chuiming	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f剑明	2919		0	5	1				enemy058	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jianming	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f掌峨	2920		0	5	1				enemy030	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhange	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f辅娥	2921		0	5	1				enemy025	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal	fue	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f刀翠	2922		0	5	1				enemy031	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daocui	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f剑翠	2923		0	5	1				enemy029	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jiancui	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f指段	2924		0	5	1				enemy132	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhiduan	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f气段	2925		0	5	1				enemy139	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jianduan	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f掌丐	2926		0	5	1				enemy144	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhanggai	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f棍丐	2927		0	5	1				enemy142	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	gungai	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f魔忍	2928		0	5	1				enemy143	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	moren	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f战忍	2929		0	5	1				enemy142	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	zhanren	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f剑武	2930		0	5	1				enemy117	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jianwu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f气武	2931		0	5	1				enemy168	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	qiwu	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f刀昆	2932		0	5	1				enemy115	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	daokun	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
复制机关人	f剑昆	2933		0	5	1				enemy033	0	0	0	0	0	24	26	20	10	20	27	shenmibaozangnpc	activenormal2	jiankun	KinEctype_m	sc	12	12	560	700	38880	\setting\npc\droprate\shenmibaoku\xiaoguai.txt	9	\image\item\other\sculpt\enemy002.spr	1			
柔小翠	95级世界BOSS_金系_令牌召唤	2934		0	5	24				passerby033	0	0	0	0	0	24	26	20	10	20	11	kinboss	activeboss	noskill	worldboss1_call_jin	\setting\boss\95boss_jin.ini	12	12	750	1200	540	\setting\npc\droprate\worldboss\droprate_boss_95_jin.txt	9		1	3		
张善德	95级世界BOSS_木系_令牌召唤	2935		0	5	24				passerby065	0	0	0	0	0	24	26	20	10	20	11	kinboss	activeboss	noskill	worldboss1_call	\setting\boss\95boss_mu.ini	12	12	750	1200	540	\setting\npc\droprate\worldboss\droprate_boss_95_mu.txt	9		1	3		
贾逸山	95级世界BOSS_水系_令牌召唤	2936		0	5	24				boss028	0	0	0	0	0	24	26	20	10	20	11	kinboss	activeboss	noskill	worldboss1_call	\setting\boss\95boss_shui.ini	12	12	750	1200	540	\setting\npc\droprate\worldboss\droprate_boss_95_shui.txt	9		1	3		
乌山青	95级世界BOSS_火系_令牌召唤	2937		0	5	24				boss024	0	0	0	0	0	24	26	20	10	20	11	kinboss	activeboss	noskill	worldboss1_call	\setting\boss\95boss_huo.ini	12	12	750	1200	540	\setting\npc\droprate\worldboss\droprate_boss_95_huo.txt	9		1	3		
陈无命	95级世界BOSS_土系_令牌召唤	2938		0	5	24				boss027	0	0	0	0	0	24	26	20	10	20	11	kinboss	activeboss	noskill	worldboss1_call	\setting\boss\95boss_tu.ini	12	12	750	1200	540	\setting\npc\droprate\worldboss\droprate_boss_95_tu.txt	9		1	3		
图腾柱	家族关卡	2950		3	6	2				passerby153	0	0	0	0	0	36	36	20	11	10	27	tulengzhu_open		sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_挡路石碑正面	2951		4	6	2				passerby158	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_挡路石碑侧面	2952		4	6	2				passerby181	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_对话石碑正面	2953		3	6	2				passerby180	0	0	0	0	0	36	36	20	11	10	27	tulengzhu_switch		sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_对话石碑侧面	2954		3	6	2				passerby182	0	0	0	0	0	36	36	20	11	10	27	tulengzhu_switch		sk	intensity0	sc	6	6	400	700	540		18		1			
马穿山	家族副本传送人	2955	<color=green>家族关卡接引人<color>	3	5	2				passerby063	0	0	0	0	0	36	36	20	11	10	27	machuanshan		sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_选择间石碑正面	2956		3	6	2				passerby180	0	0	0	0	0	36	36	20	11	10	27	tulengzhu_select		sk	intensity0	sc	6	6	400	700	540		18		1			
石碑	家族关卡_选择间石碑侧面	2957		3	6	2				passerby182	0	0	0	0	0	36	36	20	11	10	27	tulengzhu_select		sk	intensity0	sc	6	6	400	700	540		18		1			
秘药	家族关卡_秘药	2958		3	5	2				passerby133	0	0	0	0	0	24	26	20	24	26	27	kingame_miyao		sk	intensity0	sc	7	7	400	700	510		18		1			
马穿山	家族副本传送人	2959	<color=green>摸金人<color>	3	5	2				passerby063	0	0	0	0	0	36	36	20	11	10	27	machuanshan2		sk	intensity0	sc	6	6	400	700	540		18		1			
铜钱箱	家族关卡_宝箱	2960		3	5	2				passerby167	0	0	0	0	0	24	26	20	24	26	27	kingame_baoxiang		sk	intensity0	sc	7	7	400	700	510		18		1			
白虎堂商会接头人		2961		3	5	2				passerby018	0	0	0	0	0	36	36	20	11	10	27	exchangenormal		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
战场商会接头人		2962		3	5	2				passerby018	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
特产商人		2963		3	5	2				passerby082	0	0	0	0	0	36	36	20	11	10	27	techanshangren		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
神秘商人		2964		3	5	2				enemy146	0	0	0	0	0	36	36	20	11	10	27	shenmishangren		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
商会老板	商会老板	2965		3	5	2				passerby018	0	0	0	0	0	36	36	20	11	10	27	merchant		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
剑贼	剑贼	2966		0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	27		activenormal	certainroundskill	intensity0_sword	sc	7	7	750	1200	1350		18	\image\item\other\sculpt\enemy113.spr	1	2		
刀贼	刀贼	2967		0	5	1				enemy116	0	0	0	0	0	24	26	20	10	20	27		activenormal	certainroundskill	intensity1_blade	sc	7	7	750	1200	1080		18	\image\item\other\sculpt\enemy116.spr	1	2		
枪贼	枪贼	2968		0	5	1				enemy128	0	0	0	0	0	24	26	20	10	20	27		activenormal	certainroundskill	intensity3_lance	sc	7	7	750	1200	900		18	\image\item\other\sculpt\enemy128.spr	1	2		
云雪山	云雪山_家族副本	2969		0	5	24				boss013	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\yunxueshan.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_yunxueshan.txt	9	\image\item\other\sculpt\enemy092	1	3		
刑捕头	刑捕头_家族副本	2970		0	5	24				boss014	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\xingbutou.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_xingbutou.txt	9	\image\item\other\sculpt\enemy097	1	3		
万老癫	万老癫_家族副本	2971		0	5	24				boss015	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\wanlaodian.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_wanlaodian.txt	9	\image\item\other\sculpt\enemy124	1	3		
高士贤	高士贤_家族副本	2972		0	5	24				boss016	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\gaoshixian.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_gaoshixian.txt	9	\image\item\other\sculpt\enemy111	1	3		
拓拔山渊	拓拔山渊_家族副本	2973		0	5	24				boss017	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\tuobashanyuan.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_tuobashanyuan.txt	9	\image\item\other\sculpt\enemy110	1	3		
杨柳	杨柳_家族副本	2974		0	5	24				boss018	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\yangliu.ini	9	9	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_yangliu.txt	9	\image\item\other\sculpt\enemy088	1	3		
商会任务战斗npc	商会任务战斗npc	2975		0	5	0				enemy164	0	0	0	0	0	36	36	20	11	10	27		activeboss	singleskillrange	intensity0	\setting\boss\merchanttask\merchantnpc.ini	9	9	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
家族召唤BOSS特效	家族召唤BOSS特效	2976		5	6	1				passerby187	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
家族副本召唤台	家族副本召唤台	2977		5	6	1				passerby161	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
神枪方晚	世界BOSS(伤害)_金系	2978		0	5	24				boss019	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\75boss_jin.ini	12	12	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_shenqiangfangwan.txt	18		1	3		
赵应仙	世界BOSS(弹幕)_木系	2979		0	5	24				boss020	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\75boss_mu.ini	12	12	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_zhaoyingxian.txt	18		1	3		
香玉仙	世界BOSS(召唤)_水系	2980		0	5	24				passerby035	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\75boss_shui.ini	12	12	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_xiangyuxian.txt	18		1	3		
蛮僧不戒和尚	世界BOSS(范围)_火系	2981		0	5	24				boss022	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\75boss_huo.ini	12	12	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_mansengbujieheshang.txt	18		1	3		
南郭儒	世界BOSS(诅咒)_土系	2982		0	5	24				boss023	0	0	0	0	0	24	26	20	10	20	18	kinboss	activeboss	singleskillfist	kinworldboss1	\setting\boss\KinEctype\worldboss\75boss_tu.ini	12	12	750	1200	540	\setting\npc\droprate\shenmibaoku\boss_nanguoru.txt	18		1	3		
机关人	水系boss召唤怪_常用小兵	2983	<color=white>香玉仙的机关战士<color>	0	5	0				enemy101	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2412	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_changyong.ini	9	9	750	700	540		18		1	1		
机关铜人	水系boss召唤怪_高攻小兵	2984	<color=white>香玉仙的机关战士<color>	0	5	0				enemy104	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2413	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_gaogong.ini	9	9	750	700	540		18		1	1		
机关狼	水系boss召唤怪_诅咒小兵	2985	<color=white>香玉仙的机关战士<color>	0	5	0				enemy105	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2414	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_zuzhou.ini	9	9	750	700	540		18		1	1		
机关兽	水系boss召唤怪_无形蛊小兵	2986	<color=white>香玉仙的机关战士<color>	0	5	0				enemy102	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2415	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_wuxinggu.ini	15	15	750	700	540		9		1	1		
机关刀手	水系boss召唤怪_群攻小兵	2987	<color=white>香玉仙的机关战士<color>	0	5	0				enemy103	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2416	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_qungong.ini	9	9	750	700	540		18		1	1		
机关剑客	水系boss召唤怪_自我复制小兵	2988	<color=white>香玉仙的机关战士<color>	0	5	0				enemy106	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2417	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_fuzhi.ini	9	9	750	700	540		18		1	1		
石太隆	木系boss召唤怪_弱弹幕小兵	2989	<color=white>赵应仙的保镖<color>	0	5	0				enemy013	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2418	\setting\boss\KinEctype\worldboss\75boss_mu\xiaobin_ruodanmu.ini	9	9	750	700	540		18		1	1		
艾离思	木系boss召唤怪_强弹幕小兵	2990	<color=white>赵应仙的管家<color>	0	5	0				enemy015	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2419	\setting\boss\KinEctype\worldboss\75boss_mu\xiaobin_qiangdanmu.ini	9	9	750	700	540		18		1	1		
机关剑客	水系boss召唤怪_自我复制小兵	2991	<color=white>香玉仙的机关战士<color>	0	5	0				enemy106	0	0	0	0	0	24	26	20	10	20	18	animal	activeboss	singleskillfist	BossFellow2417	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_fuzhi2.ini	9	9	750	700	540		18		1	1		
盛夏活动推广员		2992		3	5	2				passerby020	0	0	0	0	0	36	36	20	11	10	27	shengxia_tuiguangyuan		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
逍遥谷客商		2993		3	5	2				passerby101	0	0	0	0	0	36	36	20	11	10	27	jipinshangren		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy164.spr	1			
刑部捕头	官府通缉接引NPC	2994		3	5	2				passerby055	0	0	0	0	0	36	36	20	11	10	27	xingbubutou		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby055.spr	1			
仆散阿鲁	官府通缉BOSS[55]	2995	<color=green>江洋大盗<color>	0	5	1				enemy127	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
鲍彻山	官府通缉BOSS[55]	2996	<color=green>江洋大盗<color>	0	5	1				enemy097	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
蔡孤尘	官府通缉BOSS[55]	2997	<color=green>江洋大盗<color>	0	5	1				enemy098	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
曹安甫	官府通缉BOSS[55]	2998	<color=green>江洋大盗<color>	0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
梁乙昌	官府通缉BOSS[55]	2999	<color=green>江洋大盗<color>	0	5	1				enemy124	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
谷剑秋	官府通缉BOSS[55]	3000	<color=green>江洋大盗<color>	0	5	1				enemy126	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
顾守腾	官府通缉BOSS[55]	3001	<color=green>江洋大盗<color>	0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
关天问	官府通缉BOSS[55]	3002	<color=green>江洋大盗<color>	0	5	1				enemy116	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
贾善仁	官府通缉BOSS[55]	3003	<color=green>江洋大盗<color>	0	5	1				enemy120	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
江沉雁	官府通缉BOSS[55]	3004	<color=green>江洋大盗<color>	0	5	1				enemy117	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
姜自遥	官府通缉BOSS[55]	3005	<color=green>江洋大盗<color>	0	5	1				enemy121	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
解归南	官府通缉BOSS[55]	3006	<color=green>江洋大盗<color>	0	5	1				enemy122	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
柯雄飞	官府通缉BOSS[55]	3007	<color=green>江洋大盗<color>	0	5	1				enemy124	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
孔不庸	官府通缉BOSS[55]	3008	<color=green>江洋大盗<color>	0	5	1				enemy125	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
雷裘客	官府通缉BOSS[55]	3009	<color=green>江洋大盗<color>	0	5	1				enemy097	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
李行俭	官府通缉BOSS[55]	3010	<color=green>江洋大盗<color>	0	5	1				enemy098	0	0	0	0	0	24	26	20	10	20	12	wanted	activeboss	certainroundskill	wanted	\setting\boss\merchanttask\merchantnpc.ini	15	15	350	700	5400		18		1			
