SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
渡元功	被动辅助	1208	3					2			-1	5	2	\image\icon\fightskill\emei\jianyingfoguang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	duyuangong	强化辅助技能的效果，并缩短释放【佛光普照】的间隔时间。
雨打梨花	主动战斗辅助	1209	5	3	1			2			-1	6	1	\image\icon\fightskill\book\yudalihua.spr	191			308	0	0			0	2	0	0	0	0	0	329	-1	9	1	11	-1	0	0	0	0	0	0	0	0	0	0	ally	0	1232	0	0	0	788	0	0	10	0	0	0	0	-96		2					0	9	1	0	1	yudalihua	减少自身受负面状态的几率，使用时更可清除附近己方负面效果并使敌人被迟缓且冰防降低。
踏雪无痕	被动辅助	1210	3					2			-1	6	2	\image\icon\fightskill\book\taxuewuhen.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	taxuewuhen	强化各攻击技能的效果；造成会心时使目标移动速度降低，同时自身免疫部分负面效果。
神龙摆尾	被动辅助	1211	3					2			-1	7	1	\image\icon\fightskill\book\shengongbaiwei.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	shengongbaiwei	强化各攻击技能的效果和范围，并使其有一定几率穿透目标。
偷龙转凤	主动战斗辅助	1212	2					2			-1	7	2	\image\icon\fightskill\book\toulongzhuanfeng.spr				303	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	1	0	0	everyonenonpc	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	toulongzhuanfeng	偷取对手身上的一个辅助状态，可以释放给自身或友方。
碧月飞星	被动辅助	1213	3					2			-1	8	1	\image\icon\fightskill\book\biyuefeixing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	biyuefeixing	缩短释放【幻影追魂枪】的间隔时间；增加【魔音噬魄】的范围；受到反弹的伤害减少。
玄冥吸星	被动辅助	1214	3					2			-1	8	2	\image\icon\fightskill\book\xuanmingxixing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	xuanmingxixing	缩短部分攻击技能的间隔时间；强化【火莲焚华】的效果。
两仪心法	被动辅助	1215	3					2			-1	9	1	\image\icon\fightskill\book\liangyixinfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	liangyixinfa	【纯阳无极】被破盾后，有一定几率提高会心能力。
流星赶月	极效攻击	1216	1	10	3		atk_ex	2			-1	9	2	\image\icon\fightskill\book\liuxingganyue.spr	305	\audio\fightskill\tianwang\tw_dhc_m.wav	\audio\fightskill\tianwang\tw_dhc_fm.wav	0	0	0			0	0	0	640	0	1	20	1235	-1	1	0	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	1239	1236	6	0	0	0	0	10	12	1	0	0	32		0					0	0	1	5	1	liuxingganyue	迅速刺向对手攻击一个小范围，同时对冲刺路径上的目标造成伤害和定身，施展时无视受伤、迟缓、眩晕状态。
两仪真气	被动辅助	1217	3					2			-1	10	1	\image\icon\fightskill\book\liangyizhenqi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	liangyizhenqi	生命降低到25%时击退附近目标，并在一段时间内化解受到的伤害，提高移动速度。
化髓无意	被动辅助	1218	3					2			-1	10	2	\image\icon\fightskill\book\huasuiwuyi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	huasuiwuyi	强化【天际迅雷】的效果，强化【狂雷震地】的效果，缩短释放【醉仙错骨】的间隔时间，并提高生命力。
流星锤	被动辅助	1219	3					2			-1	11	1	\image\icon\fightskill\book\liuxingchui.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	liuxingchui	强化【劈地势】的效果，同时使【困虎云啸】对冲刺路径上的目标也造成伤害。
氤氲紫气	被动辅助	1220	3					2			-1	11	2	\image\icon\fightskill\book\yinyunziqi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	yinyunziqi	提高【弥气飘踪】的闪避效果，并缩短部分攻击和诅咒技能的施放间隔时间。
百步穿杨	被动辅助	1221	3					2			-1	12	1	\image\icon\fightskill\book\baibuchuanyang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	baibuchuanyang	强化【一阳指】的效果，使其更快更远；并提高移动速度。
白虹贯日	被动辅助	1222	3					2			-1	12	2	\image\icon\fightskill\book\baihongguanri.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	baihongguanri	强化各攻击技能的效果和范围，并使其有一定几率穿透目标。
金刚不坏子		1223	2				buff_ex				-1	1	2					297	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	jingangbuhuai_child	棍少林中级秘籍
乘风破浪		1224	2								-1	2						298	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1199	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	pijingzhanji_child	天王中级秘籍
化血截脉子		1225	5	1	2						-1	4	1					0	0	0			0	2	0	0	0	0	0	325	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	huaxuejiemai_enemy1	刀五毒中级秘籍
两仪心法子子		1226	2								-1	9	1					304	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	liangyixinfa_child2	气武当中级秘籍
踏雪无痕子_自身		1227	2								-1	6	2					527	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	taxuewuhen_child2	刀翠烟中级秘籍_自身
追风毒棘子		1228	5	1	2		disable				-1	4	2					0	0	0			0	2	0	0	0	0	0	326	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	1229	0	0	0	0	0	0	10	0	0	0	0	0		0					0	1	0	0	1	zhuifengduji_enemy	掌五毒中级秘籍
追风毒棘自身		1229	2				buff				-1	4	2					301	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	zhuifengduji_self	掌五毒中级秘籍
金顶绵掌子		1230	2				buff				-1	5	1					302	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	jindingmianzhang_child	掌峨眉中级秘籍
踏雪无痕子		1231	2								-1	6	2					8	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	1227	0	0	0	0	0	0	10	0	0	0	0	0		0					0	1	0	0	1	taxuewuhen_child	刀翠烟中级秘籍
冰魄寒光		1232	5	4	1						-1	6	1	\image\icon\fightskill\cuiyan\xueyinghongchen.spr	191			307	0	0			0	2	0	0	0	0	0	330	-1	13	1	11	-1	0	18	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	-256		0					0	1	0	0	1	yudalihua_child	剑翠烟中级秘籍
偷龙转凤自身		1233	2			8					-1	7	2					303	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	toulongzhuanfeng_self	棍丐帮中级秘籍
两仪心法子		1234	2				buff				-1	9	1					304	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1226	0	0	0	0	0	0	10	0	0	0	0	0		0					0	1	0	0	1	liangyixinfa_child	气武当中级秘籍
流星赶月子		1235	5	0	1		atk_ex				-1	9	2					0	0	0			0	2	0	0	0	0	0	327	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	10	0	1	0	0	0		0					0	1	0	5	1	liuxingganyue	剑武当中级秘籍
流星赶月子子		1236	5	3	3		atk_ex				-1	9	2					0	0	0			0	2	0	0	0	0	0	328	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	10	0	1	0	0	-64		8					0	0	0	5	1	liuxingganyue_child	剑武当中级秘籍
两仪真气子		1237	2				buff				-1	10	1					306	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1238	0	0	0	0	0	0	10	0	0	0	0	0		0					0	1	0	0	1	liangyizhenqi_child	刀昆仑中级秘籍
两仪真气子子		1238	5	1	2						-1	10	1					0	0	0			0	2	0	0	0	0	0	331	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	liangyizhenqi_child2	刀昆仑中级秘籍
流星赶月子子子		1239	2								-1	9	2					0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	liuxingganyue_child2	剑武当中级秘籍
虎啸九天		1240	5	0	3		atk_ex				-1	11	1					0	0	0			0	2	0	0	0	0	0	332	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	2	1	kunhuyunxiao	锤明教中级秘籍
大乘如来咒	主动限制	1241	1	5	1			2			-1	1	1	\image\icon\fightskill\book\dachengrulaizhou.spr	427	\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	2	1	800	0	2	5	1270	-1	1	0	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	10	13	0	0	0	0		0					0	0	1	0	1	daoshaoadvancedbook	使指定区域的敌人被拉到指定位置并定身；且敌人接下来数秒内造成的伤害会损失生命并且难以对怪物造成伤害。
如意缩骨功	被动辅助	1242	3					2			-1	1	2	\image\icon\fightskill\book\ruyisuogugong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	gunshaoadvancedbook	使自身被攻击时免疫五行状态一段时间，有一定的触发间隔。
连环夺命枪	被动辅助	1243	3					2			-1	2	1	\image\icon\fightskill\book\lianhuanduomingqiang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	qiangtianadvancedbook	大幅度提升自身攻击，初始几次攻击该效果会逐渐降低，叠加到一定程度后又会不断提升。<enter><color=gray>叠加的攻击力增加效果对奔雷钻龙枪无效<color>
乾坤锤	被动辅助	1244	3					2			-1	2	2	\image\icon\fightskill\book\qiankunchui.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	chuitianadvancedbook	使自身被攻击时攻击力会不断提升。
迷魂阵	陷阱	1245	5	0	3			2			-1	3	1	\image\icon\fightskill\book\mihunzhen.spr		\audio\fightskill\gaibang\gb_hbls_h.wav	\audio\fightskill\gaibang\gb_hbls_h.wav	0	0	0			0	2	1	0	1	0	0	503	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0		0	0	1691	90	0	0	0	0	10	22	1	0	0	0		0					0	2	1	0	1	xianjingadvancedbook	布下一个持续30秒的陷阱，使大范围内的敌人每5秒有一定几率被拉到陷阱中心处。
穿云箭	主动外功系攻击	1246	5	0	1		atk_phy_far	2			-1	3	2	\image\icon\fightskill\book\chuanyunjian.spr		\audio\fightskill\tianren\tr_bsqf_h.wav	\audio\fightskill\tianren\tr_bsqf_h.wav	0	0	0			0	0	1	800	0	0	0	495	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	1	enemy	1	0	0	0	1292	0	0	0	10	23	0	0	0	0		0					0	4	1	2	1	xiujianadvancedbook	远程跟踪攻击敌人并使之定身，击中的敌人距离自身越远，定身时间也越长。击中敌人后会使自身【迷影纵】很快可以再度使用
血鼎功	被动辅助	1247	3					2			-1	4	1	\image\icon\fightskill\book\xuedinggong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	2	0	0	0	1	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	daoduadvancedbook	被动提升自身防御，但是被攻击时该防御效果不断降低，代之以五行状态抗性提升。
炼狱腐蛊	被动辅助	1248	3					2			-1	4	2	\image\icon\fightskill\book\lianyufugu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	zhangduadvancedbook	被动提升自身技能攻击范围连续和毒发时间，并使自身在攻击时会令敌人毒攻抗性越来越低。
万相神功	主动攻击辅助	1249	2				buff	2			-1	5	1	\image\icon\fightskill\book\wanxiangshengong.spr		\audio\fightskill\tangmen\tm_myz_h.wav	\audio\fightskill\tangmen\tm_myz_h.wav	398	0	0			0	2	0	0	0	0	0	0	-1	1	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1266	0	0	0	0	0	0	10	0	0	0	0	0		0					0	1	1	0	1	zhangeadvancedbook	提高自身和附近友方的攻击效果时间。
莲华心经	被动辅助	1250	3					2			-1	5	2	\image\icon\fightskill\book\lianhuaxinjing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	fueadvancedbook	提高各种光环的效果。
飞絮飘花	极效攻击	1251	5	1	3		atk_ex	2			-1	6	1	\image\icon\fightskill\book\feixupiaohua.spr	429	\audio\fightskill\tangmen\tm_csc_h.wav	\audio\fightskill\tangmen\tm_csc_h.wav	0	0	0			0	2	1	800	0	0	0	606	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	1	enemy	0	0	279	18	0	0	0	0	10	12	1	0	0	0		0				3	0	0	1	3	1	jiancuiadvancedbook_fellow	持续攻击目标及其附近的敌人，带有一定的迟缓和定身效果。
夜来西风	主动限制	1252	5	1	3		disable	2			-1	6	2	\image\icon\fightskill\book\yelaixifeng.spr	433			0	0	0			0	2	0	0	1	0	0	501	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	10	13	1	0	0	0		0					0	0	1	0	1	daocuiadvancedbook	冻结并定身大范围内的敌人。
霸王卸甲	被动辅助	1253	3					2			-1	7	1	\image\icon\fightskill\book\bawangxiejia.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	zhanggaiadvancedbook	击中敌人时有一定几率使自身在短时间内的攻击大幅度提升并且清除免疫五行和负面状态。
明察秋毫	光环防御辅助	1254	4	1	1		aura	2			1	7	2	\image\icon\fightskill\book\mingchaqiuhao.spr				411	0	45			1	2	0	0	0	0	0	23	-1	1	1	14	-1	0	0	0	0	0	0	0	1	0	0	self	0	1269	0	0	0	0	0	0	10	0	0	0	0	0		0					1	1	1	0	1	gungaiadvancedbook	使自身和范围内队友有一定几率闪避内外功攻击。
九曲一合枪	被动辅助	1255	3					2			-1	8	1	\image\icon\fightskill\book\jiuquyiheqiang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	zhanrenadvancedbook	提高辅助技能的效果并缩短技能使用间隔时间。
逆转心经	被动辅助	1256	3					2			-1	8	2	\image\icon\fightskill\book\nizhuanxinjing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	morenadvancedbook	攻击敌人时使对手攻击时被作茧自缚，对其自身造成负面效果。
八卦游龙	被动辅助	1257	3					2			-1	9	1	\image\icon\fightskill\book\baguayoulong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	qiwuadvancedbook	被攻击时有几率对敌人所在位置处反击一次范围攻击。
两仪剑法	主动战斗辅助	1258	1	5	1			2			-1	9	2	\image\icon\fightskill\book\liangyijianfa.spr		\audio\fightskill\tianwang\tw_dhc_m.wav	\audio\fightskill\tianwang\tw_dhc_fm.wav	0	0	0			0	2	1	0	1	2	5	1275	-1	1	0	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	10	12	1	0	0	0		0					0	0	1	5	1	jianwuadvancedbook	以气剑旋转攻击距离自身特定距离的敌人，效果持续30秒。
反两仪刀法	主动战斗辅助	1259	5	1	2			2			-1	10	1	\image\icon\fightskill\book\fanliangyidaofa.spr	434	\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	420	0	0			0	2	1	800	0	2	8	502	-1	8	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	1289	0	0	0	10	13	1	0	0	0		0				1	0	0	1	0	1	daokunadvancedbook	以刀气在目标区域制造一道持续60秒的环状风阵，吸取接触到风阵的敌人的攻击以提升自身攻击。
御风术	主动限制	1260	5	1	1		disable	2			1	10	2	\image\icon\fightskill\book\yufengshu.spr	435	\audio\fightskill\cuiyan\cy_xy_h.wav	\audio\fightskill\cuiyan\cy_xy_h.wav	422	0	0			0	2	0	800	1	0	0	506	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	12	1	0	0	0		0					0	0	1	0	1	jiankunadvancedbook	剑昆高级咒术，前方直线区域内敌人被浮空，并降低其抗性一段时间。
魂魄飞扬	主动战斗辅助	1261	1	5	1			2			-1	11	1	\image\icon\fightskill\book\hunpofeiyang.spr	436	\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	2	1	800	1	2	5	1272	-1	1	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	10	16	0	0	0	0		0					0	0	1	0	1	chuimingadvancedbook	使前方大范围区域内的敌人被虚弱，攻击力大幅降低。
牧野鹰扬	被动辅助	1262	3					2			-1	11	2	\image\icon\fightskill\book\muyeyingyang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	1	0	1	jianmingadvancedbook	攻击或被攻击时有一定几率使对手被定身。
玄冰九劫	极效攻击	1263	1	5	1		atk_ex	2			-1	12	1	\image\icon\fightskill\book\xuanbingjiujie.spr	437	\audio\fightskill\wudu\wu_bphg_h.wav	\audio\fightskill\wudu\wu_bphg_h.wav	0	0	0			0	0	1	800	0	2	5	1267	-1	1	0	11	0	0	0	0	0	0	0	0	1	1	1	enemy	1	0	0	0	0	0	0	0	10	11	1	0	0	0		0					0	0	1	3	1	zhiduanadvancedbook	在2秒内对远处的敌人进行九次连续攻击。
炼气还神	被动辅助	1264	3					2			-1	12	2	\image\icon\fightskill\book\lianqihuanshen.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	1	0	0	0		0					0	0	1	0	1	qiduanadvancedbook	被动提升自身各种基本能力，并自动产生气场汲取真气提升自身的能力，效果可叠加。
如意缩骨功_子		1265	2				buff_ex				-1							396	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	gunshaoadvancedbook_child	
万相神功_友方		1266	5	1	3		buff_ally				-1							519	0	0			0	2	0	0	0	0	0	16	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	allynoself	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	zhangeadvancedbook_child	
玄冰九劫_子	极效攻击	1267	5	3	3		atk_ex				-1							0	0	0			0	0	0	800	0	2	4	497	-1	9	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	10	0	0	0	0	0		2			1		0	0	0	3	1	zhiduanadvancedbook	
霸王卸甲_子		1268	2				buff				-1							399	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	zhanggaiadvancedbook_child	
明察秋毫_队友		1269	4	1	1		aura_ally				1							520	0	45			1	2	0	0	0	0	0	23	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	teamnoself	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					1	0	0	0	1	gungaiadvancedbook_child	
大乘如来咒_子		1270	5	0	2		disable				-1			\image\icon\fightskill\book\dachengrulaizhou.spr				526	0	0			0	2	1	800	0	0	0	494	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	daoshaoadvancedbook	使目标区域的敌人被拉到指定位置并定身。
牧野鹰扬_子		1271	5	1	2		disable				-1							0	0	0			0	2	0	0	0	0	0	334	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	jianmingadvancedbook_child	
魂魄飞扬_子		1272	5	2	3						-1							529	0	0			0	0	0	0	0	4	7	499	-1	5	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	64		0					0	0	0	0	1	chuimingadvancedbook	
连环夺命枪_子		1273	2								-1							397	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	qiangtianadvancedbook_child	
八卦游龙_子		1274	5	1	2		atk_add				-1							0	0	0			0	2	0	800	0	0	0	500	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1286	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	5	1	qiwuadvancedbook_child	
两仪剑法_跟随自身子弹		1275	5	4	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	498	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	1280	4	0	0	0	0	0	0	0	0	0	0		0				4	0	0	0	0	1	jianwuadvancedbook_fellow	
炼狱腐蛊_子		1276	4	0	2		curse_add				-1							416	0	0			0	2	0	0	0	0	0	411	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	zhangduadvancedbook_child	
逆转心经_子		1277	2				curse_add				-1							417	0	0			0	0	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	morenadvancedbook_child	
逆转心经_子2		1278	5	0	1						-1							0	0	0			0	0	0	0	0	0	0	504	-1	1	1	11	-1	0	0	0	0		0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	morenadvancedbook_child2	
乾坤倒悬		1279	2								-1							418	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	chuitianadvancedbook_child	
两仪剑法_伤害用子弹		1280	5	4	1		atk_phy_far				-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	2	5	505	-1	2	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	164		0				1	0	0	0	5	1	jianwuadvancedbook	
悲酥清风_子	诅咒	1281	4	1	2		curse_add				-1			\image\icon\fightskill\tianren\beisuqingfeng.spr				35	0	0			0	2	0	800	0	0	0	98	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemynonpc	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	beisuqingfeng_child	
