Id	Type	QuestionType	AnswerId	Question	Choice_1	Choice_2	Choice_3	Choice_4
913	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	zMazr8qxxtq1xLjftcjRp7iuysfKssO0u/q5uaO/	ufrX07zg	tPPRpw==	yunUug==	tcCzoQ==
914	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	ucXB+tChy7XW0NT409ChsNCmtcPM8LXExa7Iy6Gxz8LSu77kysejvw==	vavAtNTLxvi2vLK7u+HMq7u1	vavAtNTLxvi2vLK7u+HMq7rD	vavAtLa8xNy83tK7uPbI59LiwMm+/Q==	trzSqr33yfe21LT9
915	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	sfi3qKG2yP3KrsH5vMaht9bQobDOp866vsjV1KGxtcS6rNLlysejvw==	s7fNyw==	vfi5pQ==	zbXPrrXQyMu687e9o6zKucbks7fNyw==	t8DK2A==
916	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	1tC5+squtPPD+7Lo1q7Su7XEobDQxdH0w6u84qGxo6zU2rfWwODJz8r009rS1M/CxMTSu9bWo78=	uuyy6A==	x+Cy6A==	wsyy6A==	sNey6A==
917	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	obDCv8jiu/DJ1aGxysfS1M/CxMe49rXYt721xMzYyavD+8qzo78=	0MK9rtLBwOc=	xNrDybnFsPzNtw==	utOxsbGjtqg=	vKrB1rOktLo=
918	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	obC74bL9t6jE0aGxysfExNK7zru7yrXbt6LG8LXEw/C38NTLtq+jvw==	y+XOxLXb	1Kqzydfa	zMbO5Nfa	vfDMq9fm
919	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTE0ru1wLLLyauyu8rH0tS2udbGxrfOqtb3wc+1xKO/	trm7qLvwufg=	wunGxba5uK8=	1vO4ycu/	t9vV9Mji
920	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	tNPO0rn6ucW0+snxu7C0q8u1wLS/tM/CwdDT69TCwcHO3rnYtcTIy87vysejvw==	v+S4uA==	5s+28A==	0/HNww==	zvfN9cS4
921	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	1tC5+sXr4r/A+sq3s6S609bQo6zS1M/CxMTSu9bWsrvK9NPas6O8+7XEtffOtsa3o78=	vbfRzg==	yMuyzg==	uvq9tw==	z7rX0w==
922	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	yMvI1aOs1Nq5xbT6sbu/tNf2udjPtcjLtcSwss6ju/a4o7XEyNXX06Os1eLSu8zsysfExNK7zOyjvw==	xanA+tX91MKz9cbf	xanA+rP9z6Y=	xanA+rDL1MLKrs7l	xanA+sbf1MLG38jV
923	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	y860+rms1tC1vcPxvOTKotDQ0rvW1r7Go6zDv9K7tre+xtLUy9W6z8/jzejSu8G9zazW86OstMu+xsP7zqqjvw==	zcDL1b7G	y9W6z8/jvsY=	wLzJ+r7G	x+fRqb7G
924	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvP7srHtqu9+sqxxtqhsNLUydnKpLbgobG1xNb4w/vVvdLbo78=	5MfLrtau1b0=	0sTB6tau1b0=	7qHR9Nau1b0=	xP7Uttau1b0=
925	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	1tC5+squtPPD+7Lo1q7Su7XEobC+/cm90vjV66Gxo6zU2rfWwODJz8r009rS1M/CxMTSu9bWo78=	uuyy6A==	wsyy6A==	sNey6A==	u8ay6A==
926	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMw==	yrLDtL7GsrvE3LrIo78=	sNe+xg==	uuy+xg==	teK+xg==	w9e+xg==
927	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	xM/LzsqxxtqjrNXGudy7ytfl1+XG17ywz+C52MrCzvG1xLv6ubnKx6O/	19rV/cvC	19rV/cvC	wO23qtS6	zajV/su+
928	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obDX7c7M1q7S4rK71Nq+xqOs1Nq69cm9y67Wrrzk0rKhscrHz8LB0MTEzrvKq8jLtcTD+77ko78=	xbfR9NDe	1u648MHB	zfXP19au	zNXUqMP3
929	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obbLruSwtKuht8Po0LS1xNLUy869rc6qyte1xMWpw/HG8NLlt6LJ+tTayrLDtLOvtPqjvw==	w/ezrw==	y86zrw==	x9izrw==	urqzrw==
930	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obC358/0z/TZ4tLXy666rqOs17PKv9K7yKXZ4rK7uLS7uaGxy7W1xMrHz8LB0MTEuPa15LnKo78=	zO+8ycj8wu0=	u/DJ1bCit7+5rA==	z+7T8NfU2Ng=	vqPp8LTMx9jN9Q==
931	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obazpLreuOiht8rH1tC5+szGs6/Kq8jLsNe+09LXtcTSu8rXs6TGqsqyw7TKq6O/	0PDKwsqr	yuPH6cqr	ucrKwryv	yaLOxLyv
932	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMg==	obbI/bn60d3S5aG31tDM4bW9obD19bL1s6q46KGxtcTQqrrz0+/Kx6O/	tq/M/Q==	09DJ+dPQyas=	usO/tA==	06LQ28TRuf3DwMjLudg=
933	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMg==	ztK5+tfu1Oe78bXDobC5+sqmobGzxrrFtcTJrsjLysejvw==	vru/1beoyqY=	t6izo7eoyqY=	1qTRz7eoyqY=	0uW+u7eoyqY=
934	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	s6S9rbXE1LTNt9Tao78=	x+C6ow==	uMrL4A==	ufPW3Q==	uv7Ezw==
935	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obC6+cKry7+hscrHztK5+sqyw7S12Mf4s6PTw7XEw/HX5cDWxvejvw==	1MbEzw==	tquxsbXYx/g=	ueO2qw==	zvey2A==
936	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obC5wrer1LbTsLHMv9W+oaOszqi8+7Okva3M7LzKwfeho6GxysfKq8jLwO6w18vNuPjPwsHQxMTOu9PRyMu1xMqro78=	zfXOrA==	tsW4pg==	sNe+09LX	w8+6xsi7
937	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8LB0MTEuPayu8r009rW0Ln6y8S088P71LCjvw==	1LLD99Sw	0sO6zdSw	y9XW3cH01LA=	s9C1wrHcyu7Jvdev
938	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obC0us/80ru/zNa1x6e98KGx1eK+5MqrxuTKtcrHyLC968jLw8e8sMqx0afPsKOsy/uz9tfUo78=	0MHG+ryy	y9Xp+A==	wr3Tzg==	0e7N8sDv
939	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8LB0MTEuPayu8rHycyzr7XEtryzx6O/	0tg=	0M8=	0vM=	2fE=
940	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvOu8rHzMazr9b4w/u1xKGws/XMxsvEvdyhsaO/	zfWyqg==	1cW3yQ==	wO7l0w==	wO7KsdXk
941	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMw==	yP25+sqxxtqjrM66tqi2vLrOtKajvw==	s6+46A==	sLLS2A==	wuXR9A==	z8zR9A==
942	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	obDPytDCw8DOtsr00eC2vKOsuNLT67zRyMvI/NGpt/Sho9L7sNXP4Mjnt7O/yr3io6zDosn6s9281cjz09rL1qGjobHKq9bQw+jK9rXEtcTKx8TE0rvW1sPAyrOjvw==	wrHVqLa5uK8=	xaPEzMDS	wbm44g==	wr/I4rvwydU=
943	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	obCyu7zEy/vIy8/IvMTO0iDTptS1ztLKx7HwsujIy6Gx1eK+5MqrtcTX99Xfysejvw==	1cW3yQ==	udjT8A==	sNe+09LX	wfWxuA==
944	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	y8S0qLPJtrzW+MP7tcS5xbyjzuS67uz0o6zKx7zNxO7PwsHQxMTSu7j2wPrKt8jLzu+jvw==	wO6x+Q==	1u648MHB	0abMzg==	tsW4pg==
945	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMw==	obC+/Lv6tKahscnowaLT2rrOyrGjvw==	y7PWzsqxxto=	v7XO9cqxxto=	07rV/cqxxto=	x6zCocqxxto=
946	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	ucXKsdPDobDKrrb+yfrQpKGxttTTpsqutv612Nano6zG5NbQobDLyKGxttTTprXEysc=	ubc=	yd8=	0fI=	1u0=
947	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	ucXH2bHtw+a1xLbPzsajrL/JyMu5pLfC1OyjrM2os6PKx9PDyrLDtLe9t6i3wtTso78=	1OTB0Q==	08O78NGsv74=	y6TB0Q==	u62z9sHRuts=
948	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	0tTPwsTE0rvW1r7GyvTT2srAvefI/bTzw/u+xtau0rujvw==	ydy+xg==	1tC5+sOpzKi+xg==	tv65+M23	4/LW3cDPvdE=
949	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	wbrJvbrDurrW0NPQ0rvOu8Gzyc+zpMHL0ru/6cylvMejrNW9trfBpryrx7+1xLrDurrKx6O/	zuTLyQ==	0e7Wvg==	wrPWx8nu	wO7l0w==
950	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	sfi3qKG2yP3KrsH5vMaht9bQobDC98zsuf26o6GxtcS6rNLlysejvw==	08POsdeww9S787XQyMujrM21zbXQ0Lav	vfi5pQ==	t8DK2A==	s7fNyw==
951	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	wO6w17XEw/u+5KGwysC85NDQwNbS4MjntMujrLnFwLTN8srCo6ggo6nB98uuoaOhsQ==	tqs=	xM8=	zvc=	sbE=
952	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	sfi3qKG2yP3KrsH5vMaht9bQobDLs8rWx6PR8qGxtcS6rNLlysejvw==	v7TXvLXQyMu1xMKptrSjrLPL0Om2+Mjr	t8DK2A==	s7fNyw==	vfi5pQ==
953	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	vsnKsbvpy9ejrNDCxO+z9rze0OvDyc231drD5qOss/24x823oaK4x73t1q7N4qOsu7m/ydPDyrLDtNXaw+ajvw==	ufi4xw==	ycjX0w==	z8q7qA==	uc+5+w==
954	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMw==	zMa0+s7kudm1xLf+1sa7qMmro6y55raozuTI/ca30tTJz6Gi1/PT0tOl0e/OwLXEt/7KztLUyrLDtNf3zqrXsMrOo78=	u6g=	0rbX0w==	06U=	zcPX0w==
955	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obDEscLUuNLG29buuPDBwaOswtTKqdChvMa57cnxvqqhsdTew8C1xLrDurrKx6O/	y869rQ==	zfXC1w==	zuTLyQ==	zuLTww==
956	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	0tTPwrK7yse0q82zvdrI1aGw1KrP/L3aobHH7NejxNrI3bXEysejvw==	s9TUwrH9	s/bDxcnN1MI=	yLy1xrfF0eY=	ssK1xsPV
957	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMw==	1tC5+rnFtPrD8b7TvajW/r6ts6PKudPDxMTSu9bWvajW/rLEwc+jvw==	trm4rw==	w6my3Q==	xL6yxA==	tPPA7cqv
958	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMQ==	0ru80squ0ru/2qOstPLSu9fWo78=	ucU=	usM=	vs0=	yMs=
959	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	obC2uc/j1avFo8jiz+PIpqGxysfS1M/CxMS49rXYx/i1xMzYyavD+7PUo78=	vKrB1g==	uKO9qA==	zOy98g==	ufPW3Q==
960	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMg==	v9fX07XEtdzX07Tz1LzT0LbgydnIy6O/	tv7Hp8jL	yP3Hp8jL	y8THp8jL	zuXHp8jL
961	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obDJ2cTqsrvWqrPu18zOtiywrsnPsuPCpaGxs/bX1M/CwdDExM67yqvIy6O/	wO7szw==	0MHG+ryy	1MC3yQ==	6szK4g==
962	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMw==	obDG7MXbobHKx87SufrExLj2s6+0+szY09C1xLi+xa63/srOo78=	zMazrw==	x+Wzrw==	urqzrw==	y86zrw==
963	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	1OzWvcr1tPPUvMrH1NrKssO0s6+0+reiw/e1xKO/	tqu6ug==	zve6ug==	tqu9+g==	zve9+g==
964	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	z8LB0M7kuabExNK7z+7Kx7nFxLnFybXEzuS5pqO/	xq7RqbSp1MbVxg==	0/HFrtDEvq0=	tdi78Lmm	y8TP89XGt6g=
965	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	ucXKsdPDobDKrrb+yfrQpKGxttTTpsqutv612Nano6zG5NbQobDS+qGxttTTprXEysc=	xaM=	uu8=	u6I=	ubc=
966	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMg==	yP25+sqxxtqjrM7itqi2vLrOtKajvw==	wuXR9A==	vajStQ==	s6+46A==	4+q+qQ==
967	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0ru49rK7yse0q82zvdrI1aGwxt/PpqGxtcS92sjVz7DL16O/	t8W1xrzA7Os=	tKnV68byx8k=	zbbV69Hpx8k=	zqrFo8fsyfo=
968	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	obC088DmuOKhscrH0tTPwsTEuPa12Mf4tcTM2Mmrw/uz1KO/	zOy98g==	sLK71Q==	yb22qw==	uv7Ezw==
969	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	ysC958nPt6LP1rXE1+6087XEx+DNrcb3ysejvw==	y77EuM7stqY=	y8TR8re91/A=	u9Kw18zV9Gg=	IMrew+bOxsWjytfX8A==
970	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	w/fH5cqxxtqjrNPJwPGyv9b3s9a1xLvhytTT1rG7s8bOqqO/	tLrjxw==	z8Tjxw==	x+/jxw==	tqzjxw==
971	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	x+Wzr8jrudjWrsewtcTV/tbO0NC5rMrHo78=	yfLR9LnKuaw=	zKixsbnKuaw=	18+9+7PH	0sO6zdSw
972	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	z8LB0NChy7XX98a31tDExNK7sr/Kx73w07m1xNChy7Wjvw==	vvi0+survb4=	xrzX2c/A07DCvA==	tPPMxsurwfq0qw==	0tDM7M3Awfq8xw==
973	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMg==	0tTPwsTE0rvOu8rHzMbLzsqxxtrW+MP7tcShsMzGy86wy7TzvNKhsaO/	1dTUxg==	uqvT+g==	udjT8A==	1cW3yQ==
974	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	z8LB0LTK0+/W0Lqs09C07bHw19a1xMrHo78=	sru/ycu80uk=	z+C4qM/gs8k=	zbfUzsTU1c0=	0rvFtcenve8=
975	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTE0rvP7rK7yvTT2sfls6+wy8bso78=	1f2w18bs	z+K7xsbs	z+LAtsbs	z+LCzMbs
976	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	tMjs+8yruvPU+NTe0rvD5sqzobDI4sjtsrvD0yDXz96xzPDDwKGxo6zKx9LUz8LExNK71tajvw==	zuS6usjIuMnD5g==	1fK9rbn4uMfD5g==	ufDB1sPXt9s=	zvewstHyyOLF3eLJ
977	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	sfi3qKG2yP3KrsH5vMaht9bQobC49LC2udu78KGxtcS6rNLlysejvw==	vfi5pQ==	t8DK2A==	sLSx+LK7tq+jrMjDtdC+/NfUz+Cy0Mmx	s7fNyw==
978	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	v6rUqsqiysDKx8TEuPa7yrXbtcTU2sjOxtq85KO/	wO7Cobv5	wO7KwMPx	wO7UqA==	wO7P1A==
979	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obbH5cP3yc+60828obe+39PQvKu438D6yre829a1o6zS8sv8w+i75sHLxMTQqbe9w+a1xMTayN2jvw==	4+q+qbXEu8q5rMn6u+4=	sbHLzrXEt+fL18jLx+k=	tbHKsbXEtcDCt727zag=	tbHKsbXEudnA9NbGtsg=
980	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTH0rvW1rmkvt+yu86qxam4+7mkvt+jvw==	1OQ=	wOc=	x8I=	uOQ=
981	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMw==	yq649rbByunIy6OstPLSu9fWo78=	ysc=	ztI=	yss=	t8k=
982	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvP7sr009q38L3M1tC1xKGwy8S088zszfWhsaO/	tqu3vbPWufrM7M31	tv7Aycnx	zdDL/szszfU=	xMTfuA==
983	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMg==	obbI/cquwfm8xqG3w+jK9rPD18Wx8MjLvNLA78qnu/DKsciltPK92bzGxLG1xLPJ0++jvw==	wuS+rs/Cyq8=	s8O78LTyvdk=	0anJz7zTy6o=	zbW8psP+ubc=
984	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	z8LB0NChy7XX98a31tDExNK7sr/Kx73w07m1xNChy7Wjvw==	0Kawwb2tuv4=	sd+zx8DL19M=	vvi0+survb4=	sd+7xLSry7U=
985	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	0KHLtaG2uuzCpcPOobfW0KOs0+vB1vfs0/HMuMG1sK61xMrHo78=	0abSzMLo	zfXO9bfv	vNbJ4g==	vNaxptPx
986	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	obDWpcLpvu244qGxysfS1M/CxMS49rXYx/i1xMzYyavD+7PUo78=	uqPEzw==	zKjN5Q==	yc+6ow==	wM+xsb6p
987	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	zMazr7nZ1sbW0LXEyP25q8rHsruw/MCoo78=	tMzKtw==	zKvOvg==	y77NvQ==	y76/1Q==
988	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	oba67MKlw86ht9bQo6zA7ub91Nq087nb1LDE2rXE16HL+crHo78=	4vm67NS6	3r/O39S3	5OzP5rnd	18/B4tbe
989	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	obDC3fLP16qhscrH0tTPwsTEuPa12Mf4tcTM2Mmrw/uz1KO/	wM+xsb6p	1eO9rQ==	va3O9w==	uv6xsQ==
990	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	zve6usqxxtqjrLq6zsS127rNurq+sLXbv6q0tLXEyqLKwLG7s8bOqqO/	zsS+sNau1s4=	v7XHrMqiysA=	vri/tdauxNE=	1vLTsLiryfk=
991	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	z8LB0LTK0+/W0Lqs09C07bHw19a1xMrHo78=	stDO3sjLtcA=	x6e++9K7t6I=	vqvGo8GmvqE=	s/bG5LK70uI=
992	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8LB0Mr009qhsNbQ1MChsbXEysejvw==	4dTJvQ==	uuLJvQ==	u6rJvQ==	uuPJvQ==
993	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	ucW0+seusdLW0KGwv6rUqs2osabHrqGx1vfSqsH3zajT2sTEuPazr7T6o78=	urq0+g==	y860+g==	zMa0+g==	y860+g==
994	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uNA==	obbI/bn60d3S5aG31tDM4bW9obDVxbfJwujC6NDVzuKhsbXE0Kq689Pvysejvw==	wLTA+rK7w/c=	zay4uNLsxLg=	zuK5+syr	zt7Kwsn6t8c=
995	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	zuXMqMm9ysfW0Ln6t/C9zMvEtPPD+8m91q7Su6Osy/zOu9PaxMS49sqho78=	yb3O9w==	yb22qw==	utPEzw==	utOxsQ==
996	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	obC+qbaryOKx/aGxysfS1M/CxMS49rXYx/i1xMzYyavD+7PUo78=	zvey2A==	y8S0qA==	wM+xsb6p	xP7PxA==
997	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obbJ8bXxz8DCwqG31tDQocH6xa6+09ehtcS77svAyMvEucrHz9a98bXExMTA76O/	uePO98qh	ycLO98qh	y8S0qMqh	uMrL4Mqh
998	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE0rvOu8rHzrq9+sqxxtrW+MP7tcShsNbxwdbG38/NobGjvw==	1MC3yQ==	1cW3yQ==	yO7PzA==	wO7l0w==
999	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	y+Wzr8SpxOrMxrn6uavA7tSoysfU2rrOtdjG8LH4o78=	zKvUrQ==	xM+y/Q==	uePW3Q==	urzW3Q==
1000	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	vfDTuc7kz8DQocu11tCjrM/CwdDExNK7z+6yu8rHydnB1sXJtcTO5Lmmo78=	wt66usit	tO/EptXG	0rvFxMG9yaI=	0vXR9LW5wtLI0Leo
1001	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTH0rvP7rK7ysfT677G09C52LXEyqu+5KO/	xKrQpsWpvNLAsL7Gu+ujrLfhxOrB9L/N1+O8puvgoaM=	0rvp17Hwvsa/4LTStNKhow==	u6jC5NK7sa2+xqOs1MLD98enwO/QxKGj	sfDT0NPEs+6wtbreyfqjrLTLyrHO3sn5yqTT0Mn5oaM=
1002	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE0rvOu7vKtdvU+L6tzqqhttCivq2ht9f216Kjvw==	urrO5LXb	zMbMq9fa	zMbQ/tfa	w/fMq9fm
1003	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	vfDTudChy7Whtszswfqwy7K/obfW0LCi1uzX7rrzsbvLrbTyy8Cjvw==	x8e35Q==	ts7V/bS+	yO7Qx9bx	xL3I3bi0
1004	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	yqvKpbbFuKbL+db4obbS+9bQsMvPybjoobfW0KGwvbnL7M7ltre3vde/yLuhscrH1rjS1M/CxMTOu6O/	zfXOrA==	zrrV9w==	1KrwoQ==	vbnL7A==
1005	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	1vjD+8qrvuShsLS6ss+1vcvAy7+3vb6ho6zAr77ms8m70sDhyry4yaGxtcTX99Xfysejvw==	tsW4pg==	wO7JzNL+	0MHG+ryy	wO6w1w==
1006	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	z8LB0MDWxvfW0KOsyvTT2snZyv3D8dfltcTA1sb3ysejvw==	ucXz3Q==	xf3Fww==	8+8=	wu3Nt8fZ
1007	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	obbDz9fTobexu7nZt73V/cq9xMnI68jlvNK+rbXktcTKsbzkysejvw==	urqzrw==	zMazrw==	y86zrw==	w/ezrw==
1008	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMg==	z8LB0MTE0rvP7qOs19S5xbG70/7OqrrTzve12tK7sK+/2qO/	wrm6z7nI	wu3X18m9	uMm078bFs8c=	zcLCs7es
1009	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	z8LB0NChy7XX98a31tDExNK7sr/Kx7vG0te1xNChy7Wjvw==	vvi0+survb4=	0bDH2LzH	5L27qM+0vaPCvA==	zOzB+rDLsr8=
1010	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE0rvOu8rH1b25+sqxxtrW+MP7tcShsNW9ufrLxLmr19OhsaO/	ufnX09LH	1dS/79i3	xr3Urb79	tdLH4A==
1011	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	tv7KrsvEvdrG+NbQ1+7U59bGtqiz9rXEysfExNK7uPajvw==	tqzWwQ==	y6q9tQ==	0+rLrg==	x+XD9w==
1012	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	9NXX08rHxMe49rSrzbO92sjVtcS92sjVyrPO76O/	tsvO573a	uq7Ks73a	tLq92g==	1tDH773a
1013	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	obC32crpv9PI5aGxysfExM67u8q127eixvC1xKO/	x9jKvLvK	urq+sLXb	zMbQ/tfa	w/ezydfm
1014	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	1tC5+sXr4r/A+sq3s6S609bQo6zS1M/CxMTSu9bWsrvK9NPas6O8+7XEtffOtsa3o78=	tPPL4g==	yfq9qg==	xtG5q9Oi	3L7dtA==
1015	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	0LG67MrH0tTr2dasyL675sG9tcC67MmrtcTUwtHA0M7OxsrOu+bT2rrOtKajvw==	0du9xw==	w+a81cyr0fTRqLSm	1ri81w==	tL0=
1016	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	x+Wzr7XE0NDV/sf4u66/tc71xOq85MTatdi31s6qtuDJ2cqho78=	yq6wy8qh	tv7Krrb+yqE=	tv7Krsqh	yq7B+cqh
1017	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvOu8rH1tC5+rnFtPqhsMvEtPPDwMWuobGjvw==	zvfKqQ==	zKvGvbmr1vc=	wO7Kpsqm	1dS3ydHg
1018	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	vfDTudChy7XW0KOsz8LB0MTE0rvP7srH0e65/cq508O1xM7kuaajvw==	9/bIu8/6u+rVxg==	wenJ38it	wt66usit	sbG2t7Tz1fM=
1019	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMg==	ucW0+s/KsbDX5bPGuvTG5MrXwezOqqO/	zOzX0w==	v8m6uQ==	yqXJzw==	ufq+/Q==
1020	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uNA==	sfi3qKG2yP3KrsH5vMaht9bQobCzw7vwtPK92aGxtcS6rNLlysejvw==	vfi5pQ==	t8DK2A==	s7fNyw==	1Nq10MjL1OLT9sCnxNHKsbP2sfg=
