Id	PosType	Layer	AdjustColor	ImageFile	IconFile	Loop	Buff	DrawProp	Tip
523		1			\image\icon\fightskill\state\autocd2.spr	1	0		雨打梨花触发调息中，此时不会再次触发
524	body	1		\image\effect\fightskill\wudu\wu_70_hxjm_b.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0	3	失心蛊
525		0			\image\icon\fightskill\state\liangyixinfa.spr	1	1	3	两仪心法
526		0			\image\icon\fightskill\state\knock.spr	1	0	3	大乘如来咒
527		1			\image\icon\fightskill\state\zhaohunqu_state.spr	1	1	3	踏雪无痕
528	head	1			\image\icon\fightskill\state\jianwu120.spr	1	0	3	云海迷茫
529		1			\image\icon\fightskill\state\weak.spr	1	0	1	魂魄飞扬
530		1			\image\icon\fightskill\state\xueyingwu.spr	1	1	3	春泥护花
531		1			\image\icon\fightskill\state\partner\tongbanchongsheng.spr	1	1	3	不屈意志
532	head	1		\image\effect\fightskill\public\state_slowrun.spr	\image\icon\fightskill\state\slowrun.spr	1	0	1	云遮雾绕
533		1	Green3		\image\icon\fightskill\state\burn.spr	1	0	1	剧毒<enter>受到的伤害越来越高
534	head	1		\image\effect\fightskill\wudu\wu_70_cyst_a.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	3	灼热诅咒
535	head	1		\image\effect\fightskill\npc\xoyo_jiantou1_big.spr	\image\icon\fightskill\state\zhican.spr	1	0	3	你将被红莲爆炎锤作为攻击目标
536		1			\image\icon\fightskill\state\fukong.spr	1	1	3	免疫伤害
537	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	此物最相思<enter>你将对附近的队友造成持续伤害
538		1		\image\effect\fightskill\tianren\tr_50_bsqf_b.spr	\image\icon\fightskill\state\beisuqingfeng.spr	1	0	3	缴械
539	ground	0		\image\effect\fightskill\shaolin\sl_30_bdmw_b.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	你将对周围的友方造成致命的伤害
540	ground	0		\image\effect\fightskill\npc\junying__boss_1.spr	\image\icon\fightskill\state\limoduopo.spr	1	1	2	增加防御
541	ground	0		\image\effect\fightskill\npc\junying__boss_2.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	减少防御
542	body	1		\image\effect\fightskill\gaibang\gb_50_klyh_d.spr	\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	增加攻击力
543	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	你将持续减少生命
544	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	你将持续减少内力
545	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	你将持续减少体力
546		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	攻击力大幅度提升
547	head	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	无痕<enter>一段时间后会爆炸并传染友方
548	ground	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\beimoxueguang.spr	1	0	3	愿君多采撷<enter>你将对自己造成伤害
549	body	1		\image\effect\fightskill\shaolin\sl_70_jgbh_b.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	<color=red>孔雀噬心<color><enter>你将对附近的队友造成致命的伤害
550		1	Black		\image\icon\fightskill\state\weak.spr	1	0	1	寒劫<enter>尽快打碎冰块解除此状态
551		1	Green3		\image\icon\fightskill\state\poisoning.spr	1	0	1	中毒<enter>靠近毒源中心以解毒
552		0			\image\icon\fightskill\state\knock.spr	1	0	3	快跑吧
553		0			\image\icon\fightskill\state\wangushixin.spr	1	0	3	厄运<enter>3秒后对附近友方造成范围伤害
554		1			\image\icon\fightskill\state\limoduopo.spr	1	0	2	你将持续减少生命，内力以及体力
555	ground	1		\image\effect\fightskill\npc\xoyo_jiantou4.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	春
556	ground	1		\image\effect\fightskill\npc\xoyo_jiantou3.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	夏
557	ground	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	秋
558	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	冬
559		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	受到持续伤害
560		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	增加攻击速度
561		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	增加移动速度
562		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	增加血量上限
563		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	增加攻击力
564		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	增加会心一击值
565		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	降低攻击速度
566		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	降低移动速度
567		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	降低血量上限
568		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	降低攻击力
569		1			\image\icon\fightskill\state\palsy.spr	1	0	2	5秒后爆炸
570		1			\image\icon\fightskill\state\zhican.spr	1	0	2	轻功消耗增加
571		1			\image\icon\fightskill\state\limoduopo.spr	1	0	2	受到伤害增加
572		1			\image\icon\fightskill\state\foxinciyou.spr	1	1	2	血内增加
573		1			\image\icon\fightskill\state\kurongchangong.spr	1	1		使用义军令牌，白虎堂令牌，家族令牌，宋金令牌，门派竞技令牌，武林高手声望令获得的声望增加50%
574		1			\image\icon\fightskill\state\kurongchangong.spr	1	1		使用魂石强化五行印时，效果提高20%
575		0			\image\icon\fightskill\state\partner\shanchutongban.spr	1	1		能力提升
576		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		宝石解绑申请
577		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		原石拆解申请
583	head	1		\image\effect\fightskill\gaibang\gb_110_qlg_b.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	你将对附近的队友造成伤害
584		0			\image\icon\fightskill\state\zhaohunqu_state.spr	1	1		正在参与家族高级副本的冒险
585		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		传承优惠<enter>当您放入强化传承符进行传承装备时折扣率100%
586		0			\image\icon\fightskill\state\burn.spr	1	0		不能再次报名跨服宋金
587		0			\image\icon\fightskill\state\juyuanshu.spr	1	1		家族副本奖励加成buff
588		0			\image\icon\fightskill\state\chengshuangshi.spr	1	1	1	秦洼的祝福
589	head	0		\image\effect\other\bird.spr		1	1		鉴定buff
590	head	0		\image\effect\other\smallfish.spr		1	1		1--19
591	head	0		\image\effect\other\middlefish.spr		1	1		20--29
592	head	0		\image\effect\other\bigfish.spr		1	1		30--39
593	head	0		\image\effect\other\superfish.spr		1	1		40--50
594	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5_big_b.spr	\image\icon\fightskill\state\daodu120_3.spr	1	0	3	蓝色情蛊
595	ground	1		\image\effect\fightskill\npc\xoyo_jiantou4_big_b.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0	3	绿色情蛊
596	ground	0		\image\effect\fightskill\npc\xoyo_jiantou1_big_b.spr	\image\icon\fightskill\state\daodu120_2.spr	1	0	3	红色情蛊
597	ground	1		\image\effect\fightskill\tianwang\tw_60_jlpt_b.spr	\image\icon\fightskill\state\stun.spr	1	0	3	禁锢
598	ground	0			\image\icon\fightskill\state\qiankundanuoyi.spr	1	1	2	受时光锁限制，无法进入秦始皇陵
599	ground	0		\image\effect\other\needfire_b.spr	\image\icon\fightskill\state\qiangtian120.spr	1	1	1	鼓舞战旗
600	body	1		\image\effect\fightskill\tianwang\tw_70_jzz_b.spr	\image\icon\fightskill\state\jinzhongzhao.spr	1	0	3	不受任何伤害
601	body	1		\image\effect\fightskill\wudu\wu_90_yfsg_a.spr	\image\icon\fightskill\state\huihunjue_state.spr	1	0	3	你将在状态消失时死亡
602		1			\image\icon\fightskill\state\drinking.spr	1	1		饮酒经验加成
603	ground	2	Yellow	\image\effect\fightskill\npc\xoyo_saiyaren_x.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	小号赛亚人
604		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		真元转化申请
605		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	1		战士的祝福
606	body	2		\image\effect\fightskill\public\lantern.spr	\image\icon\fightskill\state\zhaohunqu_state.spr	1	1		精灵的祝福
607		1			\image\icon\fightskill\state\burnish.spr	1	1		战场金系龙柱_占位
608		1			\image\icon\fightskill\state\zhuifengduji.spr	1	1		战场木系龙柱_占位
609		1			\image\icon\fightskill\state\armor.spr	1	1		战场水系龙柱_占位
610		1			\image\icon\fightskill\state\partner\shanchutongban.spr	1	1		战场火系龙柱_占位
611		1			\image\icon\fightskill\state\series.spr	1	1		战场土系龙柱_占位
612	body	1		\image\effect\fightskill\public\rosepink.spr		1	0	1	粉玫瑰
613	body	1		\image\effect\fightskill\public\rosered.spr		1	0	1	红玫瑰
614	head	0		\image\effect\fightskill\public\state_slowrun.spr	\image\icon\fightskill\state\slowrun.spr	1	0	1	震慑，体力急速降低，远离赫赤勒
615	head	1		\image\effect\fightskill\wudu\wu_70_wgsx_b.spr	\image\icon\fightskill\state\wangushixin.spr	1	0	1	毒蛇缠，剧毒的气味吸引了哲昆的注意
616		0			\image\icon\fightskill\book\biyuefeixing.spr	1	0	1	狼牙
617		0			\image\icon\fightskill\book\muyeyingyang.spr	1	0	1	鹿角
618	head	0		\image\effect\other\rqbb.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	人气宝贝
619	body	0		\image\effect\other\prettyswing.spr		1	1	2	海洋之心
620	body	0		\image\effect\other\rosefly.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	绝代佳人
621	ground	0			\image\icon\fightskill\state\jdjr.spr	1	1	2	醉卧花荫
622	ground	0		\image\effect\other\beauty_6.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	绝代佳人
623	ground	0		\image\effect\other\beauty_2.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	绝代佳人
624	ground	0		\image\effect\other\beauty_3.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	绝代佳人
625	body	0		\image\effect\fightskill\public\jiehun\shb2.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	玫瑰仙子
626	body	0		\image\effect\fightskill\public\jiehun\shb2.spr		1	1	2	组队送9朵花
627	body	0			\image\icon\fightskill\state\jiuquyiheqiang.spr	1	1	2	尖兵利刃
628	body	0			\image\icon\fightskill\state\wenguzhiqi.spr	1	1	2	硝烟蚀甲
629		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	草原勇士的奖赏，可以避免被铁木真击伤
630		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	大幅度降低毒水造成的伤害
631		0			\image\icon\fightskill\state\slowrun.spr	1	0		攻击力被大幅削弱
632	ground	0		\image\effect\fightskill\npc\xoyo_jiantou4.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0		受到了瘟疫感染，所受伤害会逐渐增加
633	ground	0		\image\feature\npc\passerby\passerby400\passerby400_st01.spr		1	1	2	辉煌之星
634	ground	1		\image\effect\fightskill\daliduanshi\ds_50_lbwb_a.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	受到伤害增加
635	ground	2	Yellow	\image\effect\fightskill\npc\xoyo_saiyaren_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	特殊状态
636		2			\image\icon\fightskill\state\gunshao120.spr	1	1	3	樱花子弹
637	body	2	Yellow	\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	特殊状态
638	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
639	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
640	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
641	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
642	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
643	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
644	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
645	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
646	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
647	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
648	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
649	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
650	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
651	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
652	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
653	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_占位
654	ground	0		\image\effect\fightskill\tangmen\tm_120_yzz_a.spr	\image\icon\fightskill\state\xianjing120.spr	1	1	3	迷影纵_出其不意
655	body	1			\image\icon\fightskill\state\aluohanshengong.spr	1	1	3	佛光普照
656	ground	0		\image\effect\other\task_shuihen.spr		1	1	3	水痕
657	ground	0		\image\effect\other\task_bomb.spr		1	1	3	任务_爆炸
658	ground	0		\image\effect\other\task_petal.spr		1	1	3	任务_花瓣
659	ground	0		\image\effect\other\task_wavelet.spr		1	1	3	任务_涟漪
660	body	0		\image\effect\fightskill\kunlun\kl_70_lyzq_b.spr	\image\icon\fightskill\state\pijingzhanji.spr	1	1	3	移动速度增加
661	ground	0		\image\effect\other\rosefly_npc.spr		1	1	3	任务_花瓣飘落
662	body	0		\image\effect\fightskill\tianren\tr_110_sfz_b.spr		1	1	3	任务_萤火
670	body	1		\image\effect\fightskill\gumupai\jgm_10_qyph_a.spr		0	1		秋雁彷徨
671	body	1		\image\effect\fightskill\gumupai\jgm_50_byhw_a.spr		0	1		白云回望
672	body	1		\image\effect\fightskill\gumupai\jgm_90_gyph_a.spr		0	1		孤月徘徊
673	body	1		\image\effect\fightskill\gumupai\jgm_30_hxc_a.spr		0	1		红袖缠
674	body	1		\image\effect\fightskill\gumupai\jgm_40_jycb_a.spr		0	1		静影沉璧
675	body	1		\image\effect\fightskill\gumupai\jgm_110_znwz_a.spr		0	1		终南晚照
676	body	1		\image\effect\fightskill\gumupai\jgm_120_ftw_a.spr		0	1		飞天舞
677	body	1		\image\effect\fightskill\gumupai\zgm_10_bx_a.spr		0	1		别绪
678	body	1		\image\effect\fightskill\gumupai\zgm_40_bpyz_a.spr		0	1		冰魄银针
679	body	1		\image\effect\fightskill\gumupai\zgm_50_gy_a.spr		0	1		孤影
680	body	1		\image\effect\fightskill\gumupai\zgm_70_yfz_a.spr		0	1		玉蜂针
681	body	1		\image\effect\fightskill\gumupai\zgm_90_lh_a.spr		0	1		离恨
682	body	1				0	1		惊鸿照影
683	body	1		\image\effect\fightskill\gumupai\zgm_110_wnrf_a.spr		0	1		五内如焚
684	body	1		\image\effect\fightskill\gumupai\jgm_101_shy_b.spr	\image\icon\fightskill\state\pomengxing_s.spr	1	0	3	破梦行
685		1	Gold		\image\icon\fightskill\state\shihunyin_s.spr	1	0	3	红袖缠_失魂引
686	ground	1		\image\effect\fightskill\gumupai\jgm_40_jycb_b.spr	\image\icon\fightskill\state\jingyingchenbi_s.spr	1	1	2	静影沉璧
687		1			\image\icon\fightskill\state\jue_s.spr	1	1	2	绝
688		1			\image\icon\fightskill\state\jin_s.spr	1	1	2	禁
689		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		传承优惠<enter>下一次强化传承折扣率100%，需要消耗一张强化传承符，传承成功后状态消失。
690	body	1		\image\effect\fightskill\tianren\tr_50_hyfh_d.spr	\image\icon\fightskill\state\sanhunduan_s.spr	1	0	3	冰魄银针_三魂断
691	body	1	Cyan	\image\effect\fightskill\gumupai\zgm_70_yfz_b.spr	\image\icon\fightskill\state\liuxiuwan_s.spr	1	0	3	玉蜂针_留袖挽
692	body	1		\image\effect\fightskill\gumupai\zgm_101_msy_b.spr	\image\icon\fightskill\state\mishenyin_s.spr	1	0	3	迷神引
693	ground	1		\image\effect\fightskill\gumupai\zgm_30_fhtx_b.spr	\image\icon\fightskill\state\feihongtaxue_s.spr	1	1	2	飞鸿踏雪
694	ground	1			\image\icon\fightskill\state\kanzhuchengbi_s.spr	1	1	3	看朱成碧_寸寸思
695	body	1		\image\effect\fightskill\gumupai\zgm_60_xsdf_b.spr	\image\icon\fightskill\state\xushidaifa_s.spr	1	1	2	蓄势待发
696	head	1		\image\effect\fightskill\gumupai\zgm_85_xydy_b.spr	\image\icon\fightskill\state\xingyundaiyu_s.spr	1	1	2	行云带雨
697	head	1		\image\effect\fightskill\gumupai\zgm_105_flys_b.spr	\image\icon\fightskill\state\fengliuyunsan_s.spr	1	1	2	风流云散
698	body	1	Red		\image\icon\fightskill\state\huangquanpanshan_s.spr	1	0	3	黄泉蹒跚
699	body	1		\image\effect\fightskill\gumupai\zgm_110_hqps_b.spr	\image\icon\fightskill\state\jiyufenxin_s.spr	1	0	3	积郁焚心
700	head	1		\image\effect\fightskill\gumupai\zgm_120_wjyh_b.spr	\image\icon\fightskill\state\wujiyunhe_s.spr	1	1	2	雾集云合
701	body	1		\image\effect\fightskill\npc\jianta_paohuo.spr		0	1		强击炮
702	ground	1		\image\effect\fightskill\npc\zhanche_paohuo.spr		0	1		穿心弩
704		1			\image\icon\fightskill\state\partner\chushouxiangzhu.spr	1	1	3	伪装中
705		1			\image\icon\fightskill\state\boluoxinjing.spr	0	1	2	可以暂时装备部分高等级的装备
706		1			\image\icon\fightskill\state\autocd2.spr	1	0		佛光普照触发调息中，此时不会再次触发
707	body	1		\image\effect\fightskill\emei\em_90_fgpz_d.spr	\image\icon\fightskill\state\tianwangbensheng.spr	1	1	3	绝处逢生
708	ground	1		\image\effect\fightskill\public\huahuan_jiaodi.spr		1	1		脚底花环
709	body	1		\image\effect\fightskill\public\huahuan_shenshang.spr		1	1		身上花环
710	body	1		\image\effect\other\wings.spr		1	1		红色翅膀
711		1			\image\icon\fightskill\state\autocd1.spr	1	0		明珠暗投触发调息中，此时不会再次触发
712		1			\image\icon\fightskill\state\autocd1.spr	1	0		暮云凝碧触发调息中，此时不会再次触发
713		1			\image\icon\fightskill\state\autocd2.spr	1	0		迷神引触发调息中，此时不会再次触发
714		1			\image\icon\fightskill\state\drinking.spr	1	1		战神酒
715	head	1		\image\effect\other\taoxin.spr	\image\icon\fightskill\state\jdjr.spr	1	1		爱神的祝福
716		1			\image\icon\fightskill\state\autocd2.spr	1	0		晚凉惊梦触发调息中，此时不会再次触发
717		1			\image\icon\fightskill\state\wanliangjingmeng.spr	1	1		破梦行_晚凉惊梦
718		0			\image\icon\fightskill\state\jdjr.spr	1	1		科举状元
719		1			\image\icon\fightskill\state\poisoning.spr	1	0	1	中毒<color=green>暂时无法解救被困的少女
