id	MaleKind	MaleG	MaleD	MaleP	MaleL	FemaleKind	FemaleG	FemaleD	FemaleP	FemaleL
119	蓝色争夺套装_水系男布帽	4	9	205	10	蓝色争夺套装_水系女布帽	4	9	206	10
120	紫色争夺套装_水系男铁帽	4	9	207	10	紫色争夺套装_水系女铁帽	4	9	208	10
121	紫色争夺套装_水系男布帽	4	9	209	10	紫色争夺套装_水系女布帽	4	9	210	10
122	紫色争夺套装_水系男铁帽	4	9	211	10	紫色争夺套装_水系女铁帽	4	9	212	10
123	紫色争夺套装_水系男布帽	4	9	213	10	紫色争夺套装_水系女布帽	4	9	214	10
124	橙色争夺套装_水系男铁帽	4	9	215	10	橙色争夺套装_水系女铁帽	4	9	216	10
125	橙色争夺套装_水系男布帽	4	9	217	10	橙色争夺套装_水系女布帽	4	9	218	10
126	橙色争夺套装_水系男铁帽	4	9	219	10	橙色争夺套装_水系女铁帽	4	9	220	10
127	橙色争夺套装_水系男布帽	4	9	221	10	橙色争夺套装_水系女布帽	4	9	222	10
128	蓝色争夺套装_火系男铁帽	4	9	223	10	蓝色争夺套装_火系女铁帽	4	9	224	10
129	蓝色争夺套装_火系男皮帽	4	9	225	10	蓝色争夺套装_火系女皮帽	4	9	226	10
130	紫色争夺套装_火系男铁帽	4	9	227	10	紫色争夺套装_火系女铁帽	4	9	228	10
131	紫色争夺套装_火系男皮帽	4	9	229	10	紫色争夺套装_火系女皮帽	4	9	230	10
132	紫色争夺套装_火系男铁帽	4	9	231	10	紫色争夺套装_火系女铁帽	4	9	232	10
133	紫色争夺套装_火系男皮帽	4	9	233	10	紫色争夺套装_火系女皮帽	4	9	234	10
134	橙色争夺套装_火系男铁帽	4	9	235	10	橙色争夺套装_火系女铁帽	4	9	236	10
135	橙色争夺套装_火系男皮帽	4	9	237	10	橙色争夺套装_火系女皮帽	4	9	238	10
136	橙色争夺套装_火系男铁帽	4	9	239	10	橙色争夺套装_火系女铁帽	4	9	240	10
137	橙色争夺套装_火系男皮帽	4	9	241	10	橙色争夺套装_火系女皮帽	4	9	242	10
138	蓝色争夺套装_土系男铁帽	4	9	243	10	蓝色争夺套装_土系女铁帽	4	9	244	10
139	蓝色争夺套装_土系男布帽	4	9	245	10	蓝色争夺套装_土系女布帽	4	9	246	10
140	紫色争夺套装_土系男铁帽	4	9	247	10	紫色争夺套装_土系女铁帽	4	9	248	10
141	紫色争夺套装_土系男布帽	4	9	249	10	紫色争夺套装_土系女布帽	4	9	250	10
142	紫色争夺套装_土系男铁帽	4	9	251	10	紫色争夺套装_土系女铁帽	4	9	252	10
143	紫色争夺套装_土系男布帽	4	9	253	10	紫色争夺套装_土系女布帽	4	9	254	10
144	橙色争夺套装_土系男铁帽	4	9	255	10	橙色争夺套装_土系女铁帽	4	9	256	10
145	橙色争夺套装_土系男布帽	4	9	257	10	橙色争夺套装_土系女布帽	4	9	258	10
146	橙色争夺套装_土系男铁帽	4	9	259	10	橙色争夺套装_土系女铁帽	4	9	260	10
147	橙色争夺套装_土系男布帽	4	9	261	10	橙色争夺套装_土系女布帽	4	9	262	10
148	蓝色争夺套装_金系男腰带	4	8	335	10	蓝色争夺套装_金系女腰带	4	8	336	10
149	紫色争夺套装_金系男腰带	4	8	337	10	紫色争夺套装_金系女腰带	4	8	338	10
150	紫色争夺套装_金系男腰带	4	8	339	10	紫色争夺套装_金系女腰带	4	8	340	10
151	橙色争夺套装_金系男腰带	4	8	341	10	橙色争夺套装_金系女腰带	4	8	342	10
152	橙色争夺套装_金系男腰带	4	8	343	10	橙色争夺套装_金系女腰带	4	8	344	10
153	蓝色争夺套装_金系男腰带	4	8	345	10	蓝色争夺套装_金系女腰带	4	8	346	10
154	紫色争夺套装_金系男腰带	4	8	347	10	紫色争夺套装_金系女腰带	4	8	348	10
155	橙色争夺套装_金系男腰带	4	8	349	10	橙色争夺套装_金系女腰带	4	8	350	10
156	争夺套装_金系白银男腰带	4	8	351	10	争夺套装_金系白银女腰带	4	8	352	10
157	争夺套装_金系黄金男腰带	4	8	353	10	争夺套装_金系黄金女腰带	4	8	354	10
158	蓝色争夺套装_木系男腰带	4	8	355	10	蓝色争夺套装_木系女腰带	4	8	356	10
159	紫色争夺套装_木系男腰带	4	8	357	10	紫色争夺套装_木系女腰带	4	8	358	10
160	紫色争夺套装_木系男腰带	4	8	359	10	紫色争夺套装_木系女腰带	4	8	360	10
161	橙色争夺套装_木系男腰带	4	8	361	10	橙色争夺套装_木系女腰带	4	8	362	10
162	橙色争夺套装_木系男腰带	4	8	363	10	橙色争夺套装_木系女腰带	4	8	364	10
163	蓝色争夺套装_木系男腰带	4	8	365	10	蓝色争夺套装_木系女腰带	4	8	366	10
164	紫色争夺套装_木系男腰带	4	8	367	10	紫色争夺套装_木系女腰带	4	8	368	10
165	橙色争夺套装_木系男腰带	4	8	369	10	橙色争夺套装_木系女腰带	4	8	370	10
166	争夺套装_木系白银男腰带	4	8	371	10	争夺套装_木系白银女腰带	4	8	372	10
167	争夺套装_木系黄金男腰带	4	8	373	10	争夺套装_木系黄金女腰带	4	8	374	10
168	蓝色争夺套装_水系男腰带	4	8	375	10	蓝色争夺套装_水系女腰带	4	8	376	10
169	紫色争夺套装_水系男腰带	4	8	377	10	紫色争夺套装_水系女腰带	4	8	378	10
170	紫色争夺套装_水系男腰带	4	8	379	10	紫色争夺套装_水系女腰带	4	8	380	10
171	橙色争夺套装_水系男腰带	4	8	381	10	橙色争夺套装_水系女腰带	4	8	382	10
172	橙色争夺套装_水系男腰带	4	8	383	10	橙色争夺套装_水系女腰带	4	8	384	10
173	蓝色争夺套装_水系男腰带	4	8	385	10	蓝色争夺套装_水系女腰带	4	8	386	10
174	紫色争夺套装_水系男腰带	4	8	387	10	紫色争夺套装_水系女腰带	4	8	388	10
175	橙色争夺套装_水系男腰带	4	8	389	10	橙色争夺套装_水系女腰带	4	8	390	10
176	争夺套装_水系白银男腰带	4	8	391	10	争夺套装_水系白银女腰带	4	8	392	10
177	争夺套装_水系黄金男腰带	4	8	393	10	争夺套装_水系黄金女腰带	4	8	394	10
178	蓝色争夺套装_火系男腰带	4	8	395	10	蓝色争夺套装_火系女腰带	4	8	396	10
179	紫色争夺套装_火系男腰带	4	8	397	10	紫色争夺套装_火系女腰带	4	8	398	10
180	紫色争夺套装_火系男腰带	4	8	399	10	紫色争夺套装_火系女腰带	4	8	400	10
181	橙色争夺套装_火系男腰带	4	8	401	10	橙色争夺套装_火系女腰带	4	8	402	10
182	橙色争夺套装_火系男腰带	4	8	403	10	橙色争夺套装_火系女腰带	4	8	404	10
183	蓝色争夺套装_火系男腰带	4	8	405	10	蓝色争夺套装_火系女腰带	4	8	406	10
184	紫色争夺套装_火系男腰带	4	8	407	10	紫色争夺套装_火系女腰带	4	8	408	10
185	橙色争夺套装_火系男腰带	4	8	409	10	橙色争夺套装_火系女腰带	4	8	410	10
186	争夺套装_火系白银男腰带	4	8	411	10	争夺套装_火系白银女腰带	4	8	412	10
187	争夺套装_火系黄金男腰带	4	8	413	10	争夺套装_火系黄金女腰带	4	8	414	10
188	蓝色争夺套装_土系男腰带	4	8	415	10	蓝色争夺套装_土系女腰带	4	8	416	10
189	紫色争夺套装_土系男腰带	4	8	417	10	紫色争夺套装_土系女腰带	4	8	418	10
190	紫色争夺套装_土系男腰带	4	8	419	10	紫色争夺套装_土系女腰带	4	8	420	10
191	橙色争夺套装_土系男腰带	4	8	421	10	橙色争夺套装_土系女腰带	4	8	422	10
192	橙色争夺套装_土系男腰带	4	8	423	10	橙色争夺套装_土系女腰带	4	8	424	10
193	蓝色争夺套装_土系男腰带	4	8	425	10	蓝色争夺套装_土系女腰带	4	8	426	10
194	紫色争夺套装_土系男腰带	4	8	427	10	紫色争夺套装_土系女腰带	4	8	428	10
195	橙色争夺套装_土系男腰带	4	8	429	10	橙色争夺套装_土系女腰带	4	8	430	10
196	争夺套装_土系白银男腰带	4	8	431	10	争夺套装_土系白银女腰带	4	8	432	10
197	争夺套装_土系黄金男腰带	4	8	433	10	争夺套装_土系黄金女腰带	4	8	434	10
198	橙色逍遥套装_金系内功男护腕	4	10	435	10	橙色逍遥套装_金系内功女手镯	4	10	436	10
199	紫色逍遥套装_金系内功男护腕	4	10	437	10	紫色逍遥套装_金系内功女手镯	4	10	438	10
200	蓝色逍遥套装_金系内功男护腕	4	10	439	10	蓝色逍遥套装_金系内功女手镯	4	10	440	10
201	争夺套装_金系白银男腰带2	4	8	457	10	争夺套装_金系白银女腰带2	4	8	458	10
202	争夺套装_金系黄金男腰带2	4	8	459	10	争夺套装_金系黄金女腰带2	4	8	460	10
203	争夺套装_木系白银男腰带2	4	8	461	10	争夺套装_木系白银女腰带2	4	8	462	10
204	争夺套装_木系黄金男腰带2	4	8	463	10	争夺套装_木系黄金女腰带2	4	8	464	10
205	争夺套装_水系白银男腰带2	4	8	465	10	争夺套装_水系白银女腰带2	4	8	466	10
206	争夺套装_水系黄金男腰带2	4	8	467	10	争夺套装_水系黄金女腰带2	4	8	468	10
207	争夺套装_火系白银男腰带2	4	8	469	10	争夺套装_火系白银女腰带2	4	8	470	10
208	争夺套装_火系黄金男腰带2	4	8	471	10	争夺套装_火系黄金女腰带2	4	8	472	10
209	争夺套装_土系白银男腰带2	4	8	473	10	争夺套装_土系白银女腰带2	4	8	474	10
210	争夺套装_土系黄金男腰带2	4	8	475	10	争夺套装_土系黄金女腰带2	4	8	476	10
211	争夺套装_金系白银男腰带_vn	4	8	477	10	争夺套装_金系白银女腰带_vn	4	8	478	10
212	争夺套装_金系黄金男腰带_vn	4	8	479	10	争夺套装_金系黄金女腰带_vn	4	8	480	10
213	争夺套装_木系白银男腰带_vn	4	8	481	10	争夺套装_木系白银女腰带_vn	4	8	482	10
214	争夺套装_木系黄金男腰带_vn	4	8	483	10	争夺套装_木系黄金女腰带_vn	4	8	484	10
215	争夺套装_水系白银男腰带_vn	4	8	485	10	争夺套装_水系白银女腰带_vn	4	8	486	10
216	争夺套装_水系黄金男腰带_vn	4	8	487	10	争夺套装_水系黄金女腰带_vn	4	8	488	10
217	争夺套装_火系白银男腰带_vn	4	8	489	10	争夺套装_火系白银女腰带_vn	4	8	490	10
218	争夺套装_火系黄金男腰带_vn	4	8	491	10	争夺套装_火系黄金女腰带_vn	4	8	492	10
219	争夺套装_土系白银男腰带_vn	4	8	493	10	争夺套装_土系白银女腰带_vn	4	8	494	10
220	争夺套装_土系黄金男腰带_vn	4	8	495	10	争夺套装_土系黄金女腰带_vn	4	8	496	10
221	争夺套装_金系白银男腰带2_vn	4	8	497	10	争夺套装_金系白银女腰带2_vn	4	8	498	10
222	争夺套装_金系黄金男腰带2_vn	4	8	499	10	争夺套装_金系黄金女腰带2_vn	4	8	500	10
223	争夺套装_木系白银男腰带2_vn	4	8	501	10	争夺套装_木系白银女腰带2_vn	4	8	502	10
224	争夺套装_木系黄金男腰带2_vn	4	8	503	10	争夺套装_木系黄金女腰带2_vn	4	8	504	10
225	争夺套装_水系白银男腰带2_vn	4	8	505	10	争夺套装_水系白银女腰带2_vn	4	8	506	10
226	争夺套装_水系黄金男腰带2_vn	4	8	507	10	争夺套装_水系黄金女腰带2_vn	4	8	508	10
227	争夺套装_火系白银男腰带2_vn	4	8	509	10	争夺套装_火系白银女腰带2_vn	4	8	510	10
228	争夺套装_火系黄金男腰带2_vn	4	8	511	10	争夺套装_火系黄金女腰带2_vn	4	8	512	10
229	争夺套装_土系白银男腰带2_vn	4	8	513	10	争夺套装_土系白银女腰带2_vn	4	8	514	10
230	争夺套装_土系黄金男腰带2_vn	4	8	515	10	争夺套装_土系黄金女腰带2_vn	4	8	516	10
231	争夺套装_金系白银男腰带_忠魂	4	8	517	10	争夺套装_金系白银女腰带_忠魂	4	8	518	10
232	争夺套装_金系黄金男腰带_忠魂	4	8	519	10	争夺套装_金系黄金女腰带_忠魂	4	8	520	10
233	争夺套装_木系白银男腰带_忠魂	4	8	521	10	争夺套装_木系白银女腰带_忠魂	4	8	522	10
234	争夺套装_木系黄金男腰带_忠魂	4	8	523	10	争夺套装_木系黄金女腰带_忠魂	4	8	524	10
235	争夺套装_水系白银男腰带_忠魂	4	8	525	10	争夺套装_水系白银女腰带_忠魂	4	8	526	10
236	争夺套装_水系黄金男腰带_忠魂	4	8	527	10	争夺套装_水系黄金女腰带_忠魂	4	8	528	10
237	争夺套装_火系白银男腰带_忠魂	4	8	529	10	争夺套装_火系白银女腰带_忠魂	4	8	530	10
238	争夺套装_火系黄金男腰带_忠魂	4	8	531	10	争夺套装_火系黄金女腰带_忠魂	4	8	532	10
239	争夺套装_土系白银男腰带_忠魂	4	8	533	10	争夺套装_土系白银女腰带_忠魂	4	8	534	10
240	争夺套装_土系黄金男腰带_忠魂	4	8	535	10	争夺套装_土系黄金女腰带_忠魂	4	8	536	10
241	争夺套装_金系白银男腰带2_忠魂	4	8	537	10	争夺套装_金系白银女腰带2_忠魂	4	8	538	10
242	争夺套装_金系黄金男腰带2_忠魂	4	8	539	10	争夺套装_金系黄金女腰带2_忠魂	4	8	540	10
243	争夺套装_木系白银男腰带2_忠魂	4	8	541	10	争夺套装_木系白银女腰带2_忠魂	4	8	542	10
244	争夺套装_木系黄金男腰带2_忠魂	4	8	543	10	争夺套装_木系黄金女腰带2_忠魂	4	8	544	10
245	争夺套装_水系白银男腰带2_忠魂	4	8	545	10	争夺套装_水系白银女腰带2_忠魂	4	8	546	10
246	争夺套装_水系黄金男腰带2_忠魂	4	8	547	10	争夺套装_水系黄金女腰带2_忠魂	4	8	548	10
247	争夺套装_火系白银男腰带2_忠魂	4	8	549	10	争夺套装_火系白银女腰带2_忠魂	4	8	550	10
248	争夺套装_火系黄金男腰带2_忠魂	4	8	551	10	争夺套装_火系黄金女腰带2_忠魂	4	8	552	10
249	争夺套装_土系白银男腰带2_忠魂	4	8	553	10	争夺套装_土系白银女腰带2_忠魂	4	8	554	10
250	争夺套装_土系黄金男腰带2_忠魂	4	8	555	10	争夺套装_土系黄金女腰带2_忠魂	4	8	556	10
251	争夺套装_金系白银男帽	4	9	477	10	争夺套装_金系白银女帽	4	9	478	10
252	争夺套装_木系白银男帽	4	9	479	10	争夺套装_木系白银女帽	4	9	480	10
253	争夺套装_水系白银男帽	4	9	481	10	争夺套装_水系白银女帽	4	9	482	10
254	争夺套装_火系白银男帽	4	9	483	10	争夺套装_火系白银女帽	4	9	484	10
255	争夺套装_土系白银男帽	4	9	485	10	争夺套装_土系白银女帽	4	9	486	10
256	争夺套装_金系黄金男帽	4	9	487	10	争夺套装_金系黄金女帽	4	9	488	10
257	争夺套装_木系黄金男帽	4	9	489	10	争夺套装_木系黄金女帽	4	9	490	10
258	争夺套装_水系黄金男帽	4	9	491	10	争夺套装_水系黄金女帽	4	9	492	10
259	争夺套装_火系黄金男帽	4	9	493	10	争夺套装_火系黄金女帽	4	9	494	10
260	争夺套装_土系黄金男帽	4	9	495	10	争夺套装_土系黄金女帽	4	9	496	10
261	蓝色始皇套装_金系外功男护腕	4	10	55	10	蓝色始皇套装_金系外功女手镯	4	10	56	10
262	蓝色始皇套装_金系内功男护腕	4	10	57	10	蓝色始皇套装_金系内功女手镯	4	10	58	10
263	蓝色始皇套装_木系外功男护腕	4	10	59	10	蓝色始皇套装_木系外功女手镯	4	10	60	10
264	蓝色始皇套装_木系内功男护腕	4	10	61	10	蓝色始皇套装_木系内功女手镯	4	10	62	10
265	蓝色始皇套装_水系外功男护腕	4	10	63	10	蓝色始皇套装_水系外功女手镯	4	10	64	10
266	蓝色始皇套装_水系内功男护腕	4	10	65	10	蓝色始皇套装_水系内功女手镯	4	10	66	10
267	蓝色始皇套装_火系外功男护腕	4	10	67	10	蓝色始皇套装_火系外功女手镯	4	10	68	10
268	蓝色始皇套装_火系内功男护腕	4	10	69	10	蓝色始皇套装_火系内功女手镯	4	10	70	10
269	蓝色始皇套装_土系外功男护腕	4	10	71	10	蓝色始皇套装_土系外功女手镯	4	10	72	10
270	蓝色始皇套装_土系内功男护腕	4	10	73	10	蓝色始皇套装_土系内功女手镯	4	10	74	10
271	紫色始皇套装_金系外功男护腕	4	10	75	10	紫色始皇套装_金系外功女手镯	4	10	76	10
272	紫色始皇套装_金系内功男护腕	4	10	77	10	紫色始皇套装_金系内功女手镯	4	10	78	10
273	紫色始皇套装_木系外功男护腕	4	10	79	10	紫色始皇套装_木系外功女手镯	4	10	80	10
274	紫色始皇套装_木系内功男护腕	4	10	81	10	紫色始皇套装_木系内功女手镯	4	10	82	10
275	紫色始皇套装_水系外功男护腕	4	10	83	10	紫色始皇套装_水系外功女手镯	4	10	84	10
276	紫色始皇套装_水系内功男护腕	4	10	85	10	紫色始皇套装_水系内功女手镯	4	10	86	10
277	紫色始皇套装_火系外功男护腕	4	10	87	10	紫色始皇套装_火系外功女手镯	4	10	88	10
278	紫色始皇套装_火系内功男护腕	4	10	89	10	紫色始皇套装_火系内功女手镯	4	10	90	10
279	紫色始皇套装_土系外功男护腕	4	10	91	10	紫色始皇套装_土系外功女手镯	4	10	92	10
280	紫色始皇套装_土系内功男护腕	4	10	93	10	紫色始皇套装_土系内功女手镯	4	10	94	10
281	橙色始皇套装_金系外功男护腕	4	10	95	10	橙色始皇套装_金系外功女手镯	4	10	96	10
282	橙色始皇套装_金系内功男护腕	4	10	97	10	橙色始皇套装_金系内功女手镯	4	10	98	10
283	橙色始皇套装_木系外功男护腕	4	10	99	10	橙色始皇套装_木系外功女手镯	4	10	100	10
284	橙色始皇套装_木系内功男护腕	4	10	101	10	橙色始皇套装_木系内功女手镯	4	10	102	10
285	橙色始皇套装_水系外功男护腕	4	10	103	10	橙色始皇套装_水系外功女手镯	4	10	104	10
286	橙色始皇套装_水系内功男护腕	4	10	105	10	橙色始皇套装_水系内功女手镯	4	10	106	10
287	橙色始皇套装_火系外功男护腕	4	10	107	10	橙色始皇套装_火系外功女手镯	4	10	108	10
288	橙色始皇套装_火系内功男护腕	4	10	109	10	橙色始皇套装_火系内功女手镯	4	10	110	10
289	橙色始皇套装_土系外功男护腕	4	10	111	10	橙色始皇套装_土系外功女手镯	4	10	112	10
290	橙色始皇套装_土系内功男护腕	4	10	113	10	橙色始皇套装_土系内功女手镯	4	10	114	10
291	白银逍遥套装_金系外功男护腕	4	10	441	10	白银逍遥套装_金系外功女手镯	4	10	442	10
292	白银逍遥套装_金系内功男护腕	4	10	443	10	白银逍遥套装_金系内功女手镯	4	10	444	10
293	白银逍遥套装_木系外功男护腕	4	10	445	10	白银逍遥套装_木系外功女手镯	4	10	446	10
294	白银逍遥套装_木系内功男护腕	4	10	447	10	白银逍遥套装_木系内功女手镯	4	10	448	10
295	白银逍遥套装_水系外功男护腕	4	10	449	10	白银逍遥套装_水系外功女手镯	4	10	450	10
296	白银逍遥套装_水系内功男护腕	4	10	451	10	白银逍遥套装_水系内功女手镯	4	10	452	10
297	白银逍遥套装_火系外功男护腕	4	10	453	10	白银逍遥套装_火系外功女手镯	4	10	454	10
298	白银逍遥套装_火系内功男护腕	4	10	455	10	白银逍遥套装_火系内功女手镯	4	10	456	10
299	白银逍遥套装_土系外功男护腕	4	10	457	10	白银逍遥套装_土系外功女手镯	4	10	458	10
300	白银逍遥套装_土系内功男护腕	4	10	459	10	白银逍遥套装_土系内功女手镯	4	10	460	10
301	黄金逍遥套装_金系外功男护腕	4	10	461	10	黄金逍遥套装_金系外功女手镯	4	10	462	10
302	黄金逍遥套装_金系内功男护腕	4	10	463	10	黄金逍遥套装_金系内功女手镯	4	10	464	10
303	黄金逍遥套装_木系外功男护腕	4	10	465	10	黄金逍遥套装_木系外功女手镯	4	10	466	10
304	黄金逍遥套装_木系内功男护腕	4	10	467	10	黄金逍遥套装_木系内功女手镯	4	10	468	10
305	黄金逍遥套装_水系外功男护腕	4	10	469	10	黄金逍遥套装_水系外功女手镯	4	10	470	10
306	黄金逍遥套装_水系内功男护腕	4	10	471	10	黄金逍遥套装_水系内功女手镯	4	10	472	10
307	黄金逍遥套装_火系外功男护腕	4	10	473	10	黄金逍遥套装_火系外功女手镯	4	10	474	10
308	黄金逍遥套装_火系内功男护腕	4	10	475	10	黄金逍遥套装_火系内功女手镯	4	10	476	10
309	黄金逍遥套装_土系外功男护腕	4	10	477	10	黄金逍遥套装_土系外功女手镯	4	10	478	10
310	黄金逍遥套装_土系内功男护腕	4	10	479	10	黄金逍遥套装_土系内功女手镯	4	10	480	10
311	白银始皇套装_金系外功男护腕	4	10	481	10	白银始皇套装_金系外功女手镯	4	10	482	10
312	白银始皇套装_金系内功男护腕	4	10	483	10	白银始皇套装_金系内功女手镯	4	10	484	10
313	白银始皇套装_木系外功男护腕	4	10	485	10	白银始皇套装_木系外功女手镯	4	10	486	10
314	白银始皇套装_木系内功男护腕	4	10	487	10	白银始皇套装_木系内功女手镯	4	10	488	10
315	白银始皇套装_水系外功男护腕	4	10	489	10	白银始皇套装_水系外功女手镯	4	10	490	10
316	白银始皇套装_水系内功男护腕	4	10	491	10	白银始皇套装_水系内功女手镯	4	10	492	10
317	白银始皇套装_火系外功男护腕	4	10	493	10	白银始皇套装_火系外功女手镯	4	10	494	10
318	白银始皇套装_火系内功男护腕	4	10	495	10	白银始皇套装_火系内功女手镯	4	10	496	10
319	白银始皇套装_土系外功男护腕	4	10	497	10	白银始皇套装_土系外功女手镯	4	10	498	10
320	白银始皇套装_土系内功男护腕	4	10	499	10	白银始皇套装_土系内功女手镯	4	10	500	10
321	黄金始皇套装_金系外功男护腕	4	10	501	10	黄金始皇套装_金系外功女手镯	4	10	502	10
322	黄金始皇套装_金系内功男护腕	4	10	503	10	黄金始皇套装_金系内功女手镯	4	10	504	10
323	黄金始皇套装_木系外功男护腕	4	10	505	10	黄金始皇套装_木系外功女手镯	4	10	506	10
324	黄金始皇套装_木系内功男护腕	4	10	507	10	黄金始皇套装_木系内功女手镯	4	10	508	10
325	黄金始皇套装_水系外功男护腕	4	10	509	10	黄金始皇套装_水系外功女手镯	4	10	510	10
326	黄金始皇套装_水系内功男护腕	4	10	511	10	黄金始皇套装_水系内功女手镯	4	10	512	10
327	黄金始皇套装_火系外功男护腕	4	10	513	10	黄金始皇套装_火系外功女手镯	4	10	514	10
328	黄金始皇套装_火系内功男护腕	4	10	515	10	黄金始皇套装_火系内功女手镯	4	10	516	10
329	黄金始皇套装_土系外功男护腕	4	10	517	10	黄金始皇套装_土系外功女手镯	4	10	518	10
330	黄金始皇套装_土系内功男护腕	4	10	519	10	黄金始皇套装_土系内功女手镯	4	10	520	10
331	蓝色始皇套装_金系男玉佩	4	11	31	10	蓝色始皇套装_金系女香囊	4	11	32	10
332	蓝色始皇套装_木系男玉佩	4	11	33	10	蓝色始皇套装_木系女香囊	4	11	34	10
333	蓝色始皇套装_水系男玉佩	4	11	35	10	蓝色始皇套装_水系女香囊	4	11	36	10
334	蓝色始皇套装_火系男玉佩	4	11	37	10	蓝色始皇套装_火系女香囊	4	11	38	10
335	蓝色始皇套装_土系男玉佩	4	11	39	10	蓝色始皇套装_土系女香囊	4	11	40	10
336	紫色始皇套装_金系男玉佩	4	11	41	10	紫色始皇套装_金系女香囊	4	11	42	10
337	紫色始皇套装_木系男玉佩	4	11	43	10	紫色始皇套装_木系女香囊	4	11	44	10
338	紫色始皇套装_水系男玉佩	4	11	45	10	紫色始皇套装_水系女香囊	4	11	46	10
339	紫色始皇套装_火系男玉佩	4	11	47	10	紫色始皇套装_火系女香囊	4	11	48	10
340	紫色始皇套装_土系男玉佩	4	11	49	10	紫色始皇套装_土系女香囊	4	11	50	10
341	橙色始皇套装_金系男玉佩	4	11	51	10	橙色始皇套装_金系女香囊	4	11	52	10
342	橙色始皇套装_木系男玉佩	4	11	53	10	橙色始皇套装_木系女香囊	4	11	54	10
343	橙色始皇套装_水系男玉佩	4	11	55	10	橙色始皇套装_水系女香囊	4	11	56	10
344	橙色始皇套装_火系男玉佩	4	11	57	10	橙色始皇套装_火系女香囊	4	11	58	10
345	橙色始皇套装_土系男玉佩	4	11	59	10	橙色始皇套装_土系女香囊	4	11	60	10
346	蓝色始皇套装_木系男布甲	4	3	163	10	蓝色始皇套装_木系女布甲	4	3	164	10
347	蓝色始皇套装_水系男布甲	4	3	165	10	蓝色始皇套装_水系女布甲	4	3	166	10
348	蓝色始皇套装_土系男布甲	4	3	167	10	蓝色始皇套装_土系女布甲	4	3	168	10
349	蓝色始皇套装_金系男皮甲	4	3	169	10	蓝色始皇套装_金系女皮甲	4	3	170	10
350	蓝色始皇套装_木系男皮甲	4	3	171	10	蓝色始皇套装_木系女皮甲	4	3	172	10
351	蓝色始皇套装_火系男皮甲	4	3	173	10	蓝色始皇套装_火系女皮甲	4	3	174	10
352	蓝色始皇套装_金系男铁甲	4	3	175	10	蓝色始皇套装_金系女铁甲	4	3	176	10
353	蓝色始皇套装_水系男铁甲	4	3	177	10	蓝色始皇套装_水系女铁甲	4	3	178	10
354	蓝色始皇套装_火系男铁甲	4	3	179	10	蓝色始皇套装_火系女铁甲	4	3	180	10
355	蓝色始皇套装_土系男铁甲	4	3	181	10	蓝色始皇套装_土系女铁甲	4	3	182	10
356	紫色始皇套装_木系男布甲	4	3	183	10	紫色始皇套装_木系女布甲	4	3	184	10
357	紫色始皇套装_水系男布甲	4	3	185	10	紫色始皇套装_水系女布甲	4	3	186	10
358	紫色始皇套装_土系男布甲	4	3	187	10	紫色始皇套装_土系女布甲	4	3	188	10
359	紫色始皇套装_金系男皮甲	4	3	189	10	紫色始皇套装_金系女皮甲	4	3	190	10
360	紫色始皇套装_木系男皮甲	4	3	191	10	紫色始皇套装_木系女皮甲	4	3	192	10
361	紫色始皇套装_火系男皮甲	4	3	193	10	紫色始皇套装_火系女皮甲	4	3	194	10
362	紫色始皇套装_金系男铁甲	4	3	195	10	紫色始皇套装_金系女铁甲	4	3	196	10
363	紫色始皇套装_水系男铁甲	4	3	197	10	紫色始皇套装_水系女铁甲	4	3	198	10
364	紫色始皇套装_火系男铁甲	4	3	199	10	紫色始皇套装_火系女铁甲	4	3	200	10
365	紫色始皇套装_土系男铁甲	4	3	201	10	紫色始皇套装_土系女铁甲	4	3	202	10
366	橙色始皇套装_木系男布甲	4	3	203	10	橙色始皇套装_木系女布甲	4	3	204	10
367	橙色始皇套装_水系男布甲	4	3	205	10	橙色始皇套装_水系女布甲	4	3	206	10
368	橙色始皇套装_土系男布甲	4	3	207	10	橙色始皇套装_土系女布甲	4	3	208	10
369	橙色始皇套装_金系男皮甲	4	3	209	10	橙色始皇套装_金系女皮甲	4	3	210	10
370	橙色始皇套装_木系男皮甲	4	3	211	10	橙色始皇套装_木系女皮甲	4	3	212	10
371	橙色始皇套装_火系男皮甲	4	3	213	10	橙色始皇套装_火系女皮甲	4	3	214	10
372	橙色始皇套装_金系男铁甲	4	3	215	10	橙色始皇套装_金系女铁甲	4	3	216	10
373	橙色始皇套装_水系男铁甲	4	3	217	10	橙色始皇套装_水系女铁甲	4	3	218	10
374	橙色始皇套装_火系男铁甲	4	3	219	10	橙色始皇套装_火系女铁甲	4	3	220	10
375	橙色始皇套装_土系男铁甲	4	3	221	10	橙色始皇套装_土系女铁甲	4	3	222	10
376	白银始皇套装_金系男衣服	4	3	223	10	白银始皇套装_金系女衣服	4	3	228	10
377	白银始皇套装_木系男衣服	4	3	224	10	白银始皇套装_木系女衣服	4	3	229	10
378	白银始皇套装_水系男衣服	4	3	225	10	白银始皇套装_水系女衣服	4	3	230	10
379	白银始皇套装_火系男衣服	4	3	226	10	白银始皇套装_火系女衣服	4	3	231	10
380	白银始皇套装_土系男衣服	4	3	227	10	白银始皇套装_土系女衣服	4	3	232	10
381	黄金始皇套装_金系男衣服	4	3	233	10	黄金始皇套装_金系女衣服	4	3	238	10
