Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	ActiveProp1RuleID	ActiveProp1MAName	ActiveProp1PA1Min	ActiveProp1PA1Max	ActiveProp1PA2Min	ActiveProp1PA2Max	ActiveProp1PA3Min	ActiveProp1PA3Max	ActiveProp2RuleID	ActiveProp2MAName	ActiveProp2PA1Min	ActiveProp2PA1Max	ActiveProp2PA2Min	ActiveProp2PA2Max	ActiveProp2PA3Min	ActiveProp2PA3Max	ActiveProp3RuleID	ActiveProp3MAName	ActiveProp3PA1Min	ActiveProp3PA1Max	ActiveProp3PA2Min	ActiveProp3PA2Max	ActiveProp3PA3Min	ActiveProp3PA3Max	ActiveProp4RuleID	ActiveProp4MAName	ActiveProp4PA1Min	ActiveProp4PA1Max	ActiveProp4PA2Min	ActiveProp4PA2Max	ActiveProp4PA3Min	ActiveProp4PA3Max	UnLockInterval	FightPower
至尊传说披风	土系至尊传说披风·男	1	1	17	9	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32			5	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_stun_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	0	7	5																																																																																										35
无双王者披风	土系无双王者披风·男	1	1	17	9	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32			5	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_stun_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	0	7	5																																																																																										50
超凡希冀披风	土系超凡希冀披风·女	1	1	17	10	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			5	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	5																																																																																										1
出尘惊虹披风	土系出尘惊虹披风·女	1	1	17	10	2	\image\item\equip\mantle\fm_mantle02_s.spr	\image\item\equip\mantle\fm_mantle02.spr	32			5	1	3000000			1	1	mantle	1	1	lifemax_p	55	55	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	60	60	-1	-1	0	0																																											8	1	7	5																																																																																										2
凌绝雾影披风	土系凌绝雾影披风·女	1	1	17	10	3	\image\item\equip\mantle\fm_mantle03_s.spr	\image\item\equip\mantle\fm_mantle03.spr	32			5	1	4500000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	450	450	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0																																											8	1	7	5																																																																																										4
惊世独舞披风	土系惊世独舞披风·女	1	1	17	10	4	\image\item\equip\mantle\fm_mantle04_s.spr	\image\item\equip\mantle\fm_mantle04.spr	32			5	1	9000000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	500	500	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0	skilldamageptrim	10	10	-1	-1	0	0																																				8	1	7	5																																																																																										6
御空冯虚披风	土系御空冯虚披风·女	1	1	17	10	5	\image\item\equip\mantle\fm_mantle05_s.spr	\image\item\equip\mantle\fm_mantle05.spr	32			5	1	18000000			1	1	mantle	3	3	lifemax_p	65	65	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	manamax_p	33	33	-1	-1	0	0	damage_all_resist	75	75	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0																																				8	1	7	5																																																																																										9
混天镇元披风	土系混天镇元披风·女	1	1	17	10	6	\image\item\equip\mantle\fm_mantle06_s.spr	\image\item\equip\mantle\fm_mantle06.spr	32			5	1	30000000			1	1	mantle	3	3	lifemax_p	70	70	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	80	80	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_stun_attackrate	50	50	-1	-1	0	0																													8	1	7	5																																																																																										12
雏凤翎羽披风	土系雏凤翎羽披风·女	1	1	17	10	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			5	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_stun_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	1	7	5																																																																																										18
潜龙吟渊披风	土系潜龙吟渊披风·女	1	1	17	10	8	\image\item\equip\mantle\fm_mantle08_s.spr	\image\item\equip\mantle\fm_mantle08.spr	32			5	1	180000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	25	25	-1	-1	0	0	state_stun_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0															8	1	7	5																																																																																										24
至尊传说披风	土系至尊传说披风·女	1	1	17	10	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			5	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_stun_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	1	7	5																																																																																										35
无双王者披风	土系无双王者披风·女	1	1	17	10	10	\image\item\equip\mantle\fm_mantle10_s.spr	\image\item\equip\mantle\fm_mantle10.spr	32			5	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_stun_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	1	7	5																																																																																										50
逐日之至尊传说披风	至尊传说护卫披风·男	1	1	17	11	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32				1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	seriesstate_added	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	0																																																											1	allskill_v	1	1			896	896	1	allskill_v	1	1			899	899									1	disguise_part_base	7	7	4	4	1	1		35
逐日之无双王者披风	无双王者护卫披风·男	1	1	17	11	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32				1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	seriesstate_added	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	0																																																											1	allskill_v	1	1			896	896	1	allskill_v	1	1			899	899									1	disguise_part_base	7	7	4	4	1	1		50
逐日之至尊传说披风	至尊传说护卫披风·女	1	1	17	12	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32				1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	seriesstate_added	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	1																																																											1	allskill_v	1	1			896	896	1	allskill_v	1	1			899	899									1	disguise_part_base	7	7	4	4	1	1		35
逐日之无双王者披风	无双王者护卫披风·女	1	1	17	12	10	\image\item\equip\mantle\fm_mantle10_s.spr	\image\item\equip\mantle\fm_mantle10.spr	32				1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	seriesstate_added	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	1																																																											1	allskill_v	1	1			896	896	1	allskill_v	1	1			899	899									1	disguise_part_base	7	7	4	4	1	1		50
凌天之至尊传说披风	至尊传说城主披风·男	1	1	17	13	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32				1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	seriesstate_added	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	0																																																											2	allskill_v	1	1			896	896	2	allskill_v	1	1			899	899	2	allskill_v	1	1			1293	1293	2	disguise_part_base	6	6	4	4	1	1		35
凌天之无双王者披风	无双王者城主披风·男	1	1	17	13	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32				1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	seriesstate_added	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	0																																																											2	allskill_v	1	1			896	896	2	allskill_v	1	1			899	899	2	allskill_v	1	1			1293	1293	2	disguise_part_base	6	6	4	4	1	1		50
凌天之至尊传说披风	至尊传说城主披风·女	1	1	17	14	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32				1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	seriesstate_added	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	1																																																											2	allskill_v	1	1			896	896	2	allskill_v	1	1			899	899	2	allskill_v	1	1			1293	1293	2	disguise_part_base	6	6	4	4	1	1		35
凌天之无双王者披风	无双王者城主披风·女	1	1	17	14	10	\image\item\equip\mantle\fm_mantle10_s.spr	\image\item\equip\mantle\fm_mantle10.spr	32				1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	seriesstate_added	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	1																																																											2	allskill_v	1	1			896	896	2	allskill_v	1	1			899	899	2	allskill_v	1	1			1293	1293	2	disguise_part_base	6	6	4	4	1	1		50
超凡希冀披风（时效披风占位）	金系超凡希冀披风·男	1	1	17	15	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			1	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	1																																																																																										1
超凡希冀披风	金系超凡希冀披风·女	1	1	17	16	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			1	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	1																																																																																										1
超凡希冀披风	木系超凡希冀披风·男	1	1	17	17	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			2	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	2																																																																																										1
超凡希冀披风	木系超凡希冀披风·女	1	1	17	18	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			2	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	2																																																																																										1
超凡希冀披风	水系超凡希冀披风·男	1	1	17	19	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			3	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	3																																																																																										1
超凡希冀披风	水系超凡希冀披风·女	1	1	17	20	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			3	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	3																																																																																										1
超凡希冀披风	火系超凡希冀披风·男	1	1	17	21	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			4	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	4																																																																																										1
超凡希冀披风	火系超凡希冀披风·女	1	1	17	22	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			4	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	4																																																																																										1
超凡希冀披风	土系超凡希冀披风·男	1	1	17	23	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			5	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	5																																																																																										1
超凡希冀披风	土系超凡希冀披风·女	1	1	17	24	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			5	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	5																																																																																										1
